Judge,Offense,AverageIncarcerationYear,TotalCasesYear,TotalIncarcerationYears,MaxSentenceYear,MinSentenceYear,StdDevSentenceYear,MedianSentenceYear,ModeSentenceYear,AverageProbationMonth,TotalProbationMonthInstances,TotalIncarcerationMonth,MaxProbationMonth,MinProbationMonth,StdDevProbationMonth,MedianProbationMonth,ModeProbationMonth,County,Judgeid
KEITH A BACHMANN,TAMPER W/PUB RECS-USE OR FILE,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,BER,
KEITH A BACHMANN,TERRORISTIC THREATS-THREAT TO,92,4,368,250,0,119.118988130916,59,0,18,4,72,24,0,12,24,24,BER,
KEITH A BACHMANN,TERRORISTIC THREATS-THREATEN I,422,3,1266,1095,0,589.073000569539,171,0,4,3,12,12,0,6.92820323027551,0,0,BER,
KEITH A BACHMANN,THEFT,625,1,625,625,625,,625,625,0,1,0,0,0,,0,0,BER,
KEITH A BACHMANN,THEFT BY DECEPTION-FALSE IMPR-,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,BER,
KEITH A BACHMANN,THEFT BY DECEPTION-VALUE $200-,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,BER,
KEITH A BACHMANN,THEFT BY DECEPTION-VALUE $500-,193.125,8,1545,1095,0,379.086660842309,0,0,27,8,216,60,0,20.0285510495107,30,36,BER,
KEITH A BACHMANN,THEFT BY DECEPTION-VALUE $7500,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,BER,
KEITH A BACHMANN,THEFT BY DECEPTION-VALUE LESS,0,1,0,0,0,,0,0,18,1,18,18,18,,18,18,BER,
KEITH A BACHMANN,THEFT BY UNLAWFL TAKNG-MOVABLE,171.6,20,3432,1460,0,341.663792884791,0,0,22.8,20,456,60,0,18.21971170839,24,12,BER,
KEITH A BACHMANN,THEFT BY UNLAWFL TAKNG-VALUE L,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,BER,
KEITH A BACHMANN,THEFT BY UNLAWFUL TAKNG-MOVABL,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,BER,
KEITH A BACHMANN,THEFT-FROM THE PERSON OF ANOTH,364,1,364,364,364,,364,364,48,1,48,48,48,,48,48,BER,
KEITH A BACHMANN,TRAFFIC PERSL ID INFO-MAKE ETC,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,BER,
KEITH A BACHMANN,TRAFFIC PERSNL ID INFO-POSSESS,0,1,0,0,0,,0,0,18,1,18,18,18,,18,18,BER,
KEITH A BACHMANN,UNLAW TAKING MEANS CONVEYANCE-,108,1,108,108,108,,108,108,0,1,0,0,0,,0,0,BER,
KEITH A BACHMANN,UNLAW TAKING MEANS OF CONVEYAN,95.3333333333333,3,286,180,0,90.4728320178678,106,0,36,3,108,36,36,0,36,36,BER,
KEITH A BACHMANN,UNLAWFUL POSS WEAP - OTHER WEA,115.714285714286,7,810,270,0,124.211800681624,90,0,27.4285714285714,7,192,60,0,19.2428094176946,24,24,BER,
KEITH A BACHMANN,UNLAWFUL POSS WEAP - RIFLES/SH,0,2,0,0,0,0,0,0,24,2,48,36,12,16.9705627484771,24,12,BER,
KEITH A BACHMANN,UNLAWFUL POSS WEAP- MACHINE GU,912.5,2,1825,1825,0,1290.46987566545,912.5,0,30,2,60,60,0,42.4264068711929,30,0,BER,
KEITH A BACHMANN,UNLAWFUL POSS WEAPON - HANDGUN,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,BER,
KEITH A BACHMANN,UNLAWFUL POSS WEAPON-HANDGUNS,631.857142857143,28,17692,6570,0,1310.93621378531,272,0,27,28,756,60,0,21.0713075057055,36,36,BER,
KEITH A BACHMANN,UNLAWFUL POSSESSION OF WEAPONS,364,1,364,364,364,,364,364,36,1,36,36,36,,36,36,BER,
KEITH A BACHMANN,USE/POSS W/INTEUSE/POSS W/INT,0,1,0,0,0,,0,0,18,1,18,18,18,,18,18,BER,
KEITH A BACHMANN,WANDER/REMAIN/PROWL IN PUBLIC,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,BER,
KEITH A BACHMANN,WANDERING/PROWLING TO OBTAIN/S,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,BER,
KEITH A BACHMANN,WEAPONS-MANU/TRANSPO/DISP/DEFA,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,BER,
KEITH A BACHMANN,WITNESS TAMPERING-TO CAUSE FAL,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,BER,
KEVIN M SHANAHAN,AGA,3650,1,3650,3650,3650,,3650,3650,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,AGG ASSAULT-ATTEMPT/CAUSE SIGN,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,AGG ASSAULT-ON LAW ENFORCEMENT,547.5,2,1095,1095,0,774.28192539927,547.5,0,6,2,12,12,0,8.48528137423857,6,0,SOM,
KEVIN M SHANAHAN,AGG ASSAULT-SIMPLE ASSAULT ON,0,2,0,0,0,0,0,0,24,2,48,24,24,0,24,24,SOM,
KEVIN M SHANAHAN,AGGRAVATED MANSLAUGHTER-EXTREM,9855,1,9855,9855,9855,,9855,9855,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,AGGRAVATED SEXUAL ASSAULT - VI,5475,1,5475,5475,5475,,5475,5475,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,BAD CHECKS-VALUE <$200,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,BURGLARY-ENTERING STRUCTURE ET,506.5,12,6078,1825,0,614.23899701545,272,0,18,12,216,60,0,20.1449294319484,12,0,SOM,
KEVIN M SHANAHAN,BURGLARY-NO BI AND/OR UNARMED,11.6666666666667,3,35,35,0,20.2072594216369,0,0,8,3,24,24,0,13.856406460551,0,0,SOM,
KEVIN M SHANAHAN,CDS - MANU/DIST/PWID - HEROIN/,730,7,5110,2920,0,1095,0,0,30.8571428571429,7,216,60,0,30.0855921853444,36,0,"SOM, WRN",
KEVIN M SHANAHAN,CDS - MANU/DIST/PWID - MARIJ=/,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,CDS - MANU/DIST/PWID - METH -,0,2,0,0,0,0,0,0,60,2,120,60,60,0,60,60,WRN,
KEVIN M SHANAHAN,CDS - MANU/DIST/PWID - SCHD I,220,1,220,220,220,,220,220,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,CERT PERSON NOT TO HAVE WEAP P,1460,3,4380,2555,0,1316.02621554436,1825,0,0,3,0,0,0,0,0,0,"SOM, WRN",
KEVIN M SHANAHAN,CERTAIN PERSONS NOT TO HAVE WE,540,2,1080,540,540,0,540,540,0,2,0,0,0,0,0,0,SOM,
KEVIN M SHANAHAN,CONSPIRACY - AGREE/ENGAGE IN C,294.5,4,1178,1095,0,535.099056250336,41.5,0,12,4,48,36,0,16.9705627484771,6,0,"SOM, WRN",
KEVIN M SHANAHAN,CONTEMPT - KNOWING VIOLATION O,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,SOM,
KEVIN M SHANAHAN,CREDIT CARD THEFT - FRAUDULENT,364.75,4,1459,1095,0,516.188192425979,182,0,15,4,60,36,0,18,12,0,"SOM, WRN",
KEVIN M SHANAHAN,CRIMINAL ATTEMPT - PURPOSELY E,0,2,0,0,0,0,0,0,15.5,2,31,24,7,12.0208152801713,15.5,7,SOM,
KEVIN M SHANAHAN,CRIMINAL ATTEMPT-OMISSION STEP,364,1,364,364,364,,364,364,24,1,24,24,24,,24,24,SOM,
KEVIN M SHANAHAN,CRIMINAL MISCHIEF-DAMAGE PROPE,182,2,364,364,0,257.386868351903,182,0,18,2,36,36,0,25.4558441227157,18,0,"SOM, WRN",
KEVIN M SHANAHAN,CRIMINAL SEXUAL CONTACT,242,2,484,364,120,172.534054609518,242,120,18,2,36,36,0,25.4558441227157,18,0,SOM,
KEVIN M SHANAHAN,CRIMINAL TRESPASS-RESEARCH FAC,90,1,90,90,90,,90,90,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,CRIMINAL TRESPASS-STRUCT OTHER,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,CRUELTY & NEGLECT OF CHILDREN,0,1,0,0,0,,0,0,60,1,60,60,60,,60,60,WRN,
KEVIN M SHANAHAN,DEFRAUD ADMIN OF DRUG TEST - C,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,DISORDERLY CONDUCT-IMPROP BEHA,0,2,0,0,0,0,0,0,6,2,12,12,0,8.48528137423857,6,0,SOM,
KEVIN M SHANAHAN,EMPLOYING JUVENILE IN COMM OF,364,1,364,364,364,,364,364,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,ENDANGERING-ABUSE/NEGLECT OF A,303.75,4,1215,1095,0,530.524504617836,60,0,13.75,4,55,36,0,15.6284996080878,9.5,0,SOM,
KEVIN M SHANAHAN,ENDANGERING-SEXUAL CONDUCT WIT,510.2,5,2551,1095,364,326.913138310469,364,364,0,5,0,0,0,0,0,0,SOM,
KEVIN M SHANAHAN,EXHIBIT FALSE DOCUMENT AS PROO,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,SOM,
KEVIN M SHANAHAN,FAIL TO FILE STATE RETURN W/ I,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,FORGERY-UTTER FORGED DOCS-GOV,135,4,540,540,0,270,0,0,21,4,84,36,0,15.0996688705415,24,24,SOM,
KEVIN M SHANAHAN,FORGERY-UTTER FORGED DOCS-OTHE,364,1,364,364,364,,364,364,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,HARASSMENT-STRIKING/OFFENSIVE,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,HINDER APPREHENSION OR PROSECU,250,1,250,250,250,,250,250,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,HINDERING-AID-UNDERLYING 3RD D,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,HINDERING-ONESELF-UNDERLYING 2,180,1,180,180,180,,180,180,60,1,60,60,60,,60,60,SOM,
KEVIN M SHANAHAN,IDENTITY CRIME-IMPERSONATN-VAL,40,3,120,120,0,69.2820323027551,0,0,20,3,60,36,12,13.856406460551,12,12,SOM,
KEVIN M SHANAHAN,IDENTITY CRIME-VALUE $500-$749,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,SOM,
KEVIN M SHANAHAN,INSURANCE FRAUD-FALSE CLAIM ET,0,1,0,0,0,,0,0,7,1,7,7,7,,7,7,SOM,
KEVIN M SHANAHAN,INVASION OF PRIVACY-RECORD SEX,364,1,364,364,364,,364,364,36,1,36,36,36,,36,36,SOM,
KEVIN M SHANAHAN,KNOWINGLY EXHIBITING A FALSE G,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,SOM,
KEVIN M SHANAHAN,MAINTAINING/OPERATING CDS PROD,5475,2,10950,7300,3650,2580.9397513309,5475,3650,0,2,0,0,0,0,0,0,SOM,
KEVIN M SHANAHAN,MANSLAUGHTER - COMMITTED RECKL,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,MANUF/DISTR CDS OR INTENT TO M,1233.57142857143,7,8635,3650,0,1557.9706733593,180,0,15.4285714285714,7,108,60,0,22.6778683805536,0,0,"SOM, WRN",
KEVIN M SHANAHAN,OBSTRUCT ADMIN OF LAW-OBSTRUCT,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,OPERATE MV DURING LICENSE SUSP,181,4,724,364,0,148.606863906079,180,180,23.5,4,94,60,0,26.2488094968134,17,0,SOM,
KEVIN M SHANAHAN,"POSS CDS - < 50G MARIJUANA, 5G",0,3,0,0,0,0,0,0,8,3,24,12,0,6.92820323027551,12,12,SOM,
KEVIN M SHANAHAN,POSS CDS-FAILS TO GIVE CDS TO,0,9,0,0,0,0,0,0,4,9,36,12,0,6,0,0,SOM,
KEVIN M SHANAHAN,POSS CDS/ANALOG - SCHD I II II,328.954545454545,44,14474,1825,0,528.377945887022,0,0,18.4090909090909,44,810,60,0,20.4340324673145,12,0,"SOM, WRN",
KEVIN M SHANAHAN,POSS OF WEAPON FOR UNLAWFUL PU,117.5,2,235,235,0,166.170093578839,117.5,0,12,2,24,24,0,16.9705627484771,12,0,SOM,
KEVIN M SHANAHAN,POSS SCHD I II III IV,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,POSS/SELL HYPODERMIC SYRINGE F,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,PRESC/LEGEND DRUGS - USE WITHO,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,PROHIBITED WEAPONS AND DEVICES,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,RECEIVING STOLEN PROPERTY-VALU,0,2,0,0,0,0,0,0,5,2,10,10,0,7.07106781186548,5,0,SOM,
KEVIN M SHANAHAN,RECEIVNG STOLEN PROP-KNOW PROP,90,2,180,180,0,127.279220613579,90,0,30,2,60,36,24,8.48528137423857,30,24,SOM,
KEVIN M SHANAHAN,RESIST ARR/ELUD-AFTER INSTRUCT,101,4,404,300,0,135.070352039224,52,0,27,4,108,36,0,18,36,36,"SOM, WRN",
KEVIN M SHANAHAN,RESIST ARR/ELUD-FLIGHT PREVENT,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,RESIST ARR/ELUD-MV OP- RISK OF,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,RESIST ARR/ELUD-USE/THREATEN F,250,1,250,250,250,,250,250,36,1,36,36,36,,36,36,SOM,
KEVIN M SHANAHAN,ROBBERY-INFLICTS BI OR USES FO,0,2,0,0,0,0,0,0,42,2,84,60,24,25.4558441227157,42,24,SOM,
KEVIN M SHANAHAN,ROBBERY-THREAT OR FEAR OF BI,912.5,2,1825,1825,0,1290.46987566545,912.5,0,30,2,60,60,0,42.4264068711929,30,0,SOM,
KEVIN M SHANAHAN,ROBBERY-THREAT OR FEAR OF BI -,2920,1,2920,2920,2920,,2920,2920,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,SEX OFFENDER PROHIBITED FROM P,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,SEXUAL ASSAULT-VICTIM 13-15 Y/,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,SHOPLIFTING-CONCEAL MERCH-RETA,90,3,270,180,0,90,90,0,44,3,132,60,36,13.856406460551,36,36,SOM,
KEVIN M SHANAHAN,SHOPLIFTING-CONCEAL MERCHANDIS,90,1,90,90,90,,90,90,0,1,0,0,0,,0,0,WRN,
KEVIN M SHANAHAN,SHOPLIFTING-RETAIL VALUE LESS,0,2,0,0,0,0,0,0,6,2,12,12,0,8.48528137423857,6,0,SOM,
KEVIN M SHANAHAN,SHOPLIFTING-TAKE MERCH W/O PAY,481.428571428571,7,3370,1460,0,672.518365831709,180,0,18.8571428571429,7,132,60,0,21.7518472121992,24,0,"SOM, WRN",
KEVIN M SHANAHAN,SHOPLIFTING-TAKE MERCH W/OUT P,150,6,900,540,0,202.58331619361,90,0,16,6,96,36,0,16.3951212255354,12,0,"SOM, WRN",
KEVIN M SHANAHAN,SHOPLIFTING-UNDER-RINGING - RE,0,2,0,0,0,0,0,0,12,2,24,12,12,0,12,12,WRN,
KEVIN M SHANAHAN,SIMPLE ASSAULT-PURPOSELY/KNOWI,78,2,156,156,0,110.308657865101,78,0,6,2,12,12,0,8.48528137423857,6,0,SOM,
KEVIN M SHANAHAN,SIMPLE ASSAULT-THREAT OF SBI B,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,SPECIAL SENTENCE PSL/CSL - VIO,618.8,5,3094,1095,0,476.334651269462,540,1095,0,5,0,0,0,0,0,0,"SOM, WRN",
KEVIN M SHANAHAN,THEFT BY DECEPTION-FALSE IMPR-,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,THEFT BY DECEPTION-VALUE $500-,102.2,5,511,511,0,228.526147300479,0,0,38.4,5,192,60,24,13.145341380124,36,36,SOM,
KEVIN M SHANAHAN,THEFT BY DECEPTION-VALUE LESS,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,THEFT BY UNLAWFL TAKNG-MOVABLE,759.9,10,7599,1825,0,719.393332375736,729.5,1095,14.4,10,144,60,0,20.2385770250776,6,0,"SOM, WRN",
KEVIN M SHANAHAN,THEFT BY UNLAWFL TAKNG-VALUE $,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,SOM,
KEVIN M SHANAHAN,THEFT BY UNLAWFUL TAKNG-MOVABL,0,2,0,0,0,0,0,0,6,2,12,12,0,8.48528137423857,6,0,WRN,
KEVIN M SHANAHAN,THEFT OF PROP LOST MISLAID/DEL,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,WRN,
KEVIN M SHANAHAN,THEFT-VAL LESS THAN $200/ELECT,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,THROWING BODILY FLUID AT LAW E,12.5,2,25,25,0,17.6776695296637,12.5,0,12,2,24,12,12,0,12,12,SOM,
KEVIN M SHANAHAN,UNLAW TAKING MEANS OF CONVEYAN,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,SOM,
KEVIN M SHANAHAN,UNLAWFUL POSS WEAP - OTHER WEA,0,1,0,0,0,,0,0,12,1,12,12,12,,12,12,SOM,
KEVIN M SHANAHAN,UNLAWFUL POSS WEAP - RIFLES/SH,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,UNLAWFUL POSS WEAPON-HANDGUNS,1907,10,19070,5840,0,1637.26601381694,1825,1825,4.8,10,48,36,0,11.5931013969516,0,0,SOM,
KEVIN M SHANAHAN,UNLAWFUL POSSESSION OF WEAPONS,1460,3,4380,2555,0,1316.02621554436,1825,0,4,3,12,12,0,6.92820323027551,0,0,SOM,
KEVIN M SHANAHAN,USE/POSS W/INTENT TO USE DRUG,61,2,122,122,0,86.2670273047588,61,0,0,2,0,0,0,0,0,0,SOM,
KEVIN M SHANAHAN,VIOLATION OF FIREARMS REGULATI,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,SOM,
KEVIN M SHANAHAN,WANDERING/PROWLING TO OBTAIN/S,0,2,0,0,0,0,0,0,6,2,12,12,0,8.48528137423857,6,0,SOM,
KEVIN M SHANAHAN,WEAPONS-MANU/TRANSPO/DISP /DEF,0,1,0,0,0,,0,0,22,1,22,22,22,,22,22,SOM,
KEVIN SHANAHAN,TERRORISTIC THREATS-THREATEN I,190,1,190,190,190,,190,190,60,1,60,60,60,,60,60,HNT,
KEVIN T SMITH,BURGLARY-ENTERING STRUCTURE ET,5840,1,5840,5840,5840,,5840,5840,0,1,0,0,0,,0,0,GLO,
KEVIN T SMITH,CRIMINAL TRESPASS-STRUCT OTHER,34,1,34,34,34,,34,34,0,1,0,0,0,,0,0,CUM,
KEVIN T SMITH,THEFT-VALUE $500-$74999/FIREAR,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,GLO,
KEVIN T SMITH,THROWING BODILY FLUID AT LAW E,365,1,365,365,365,,365,365,0,1,0,0,0,,0,0,SLM,
KIMARIE RAHILL,POSS CDS/ANALOG - SCHD I II II,0,1,0,0,0,,0,0,24,1,24,24,24,,24,24,SOM,
KURT E KRAMER,AGG ASSAULT - ON DOMESTIC VIOL,1112.16666666667,6,6673,1825,180,605.007575710145,1277.5,1460,6,6,36,36,0,14.6969384566991,0,0,CAM,
KURT E KRAMER,AGG ASSAULT - STRANGLE DOMESTI,729.5,2,1459,1095,364,516.895057047366,729.5,364,30,2,60,60,0,42.4264068711929,30,0,CAM,
KURT E KRAMER,AGG ASSAULT W/ FIREARM,301.333333333333,3,904,540,0,275.400314693599,364,0,12,3,36,36,0,20.7846096908265,0,0,CAM,
KURT E KRAMER,AGG ASSAULT-ASSAULT ON CORREC/,1460,2,2920,1825,1095,516.18795026618,1460,1095,0,2,0,0,0,0,0,0,CAM,
KURT E KRAMER,AGG ASSAULT-ATTEMPT/CAUSE BI W,1075.5,4,4302,1825,364,681.745064766393,1056.5,364,3,4,12,12,0,6,0,0,CAM,
KURT E KRAMER,AGG ASSAULT-ATTEMPT/CAUSE SBI,2387.5,4,9550,5840,60,2447.43573289814,1825,1825,12,4,48,48,0,24,0,0,CAM,
KURT E KRAMER,AGG ASSAULT-ATTEMPT/CAUSE SIGN,987.333333333333,9,8886,2555,0,825.852741110666,1095,1095,13.3333333333333,9,120,60,0,26.4575131106459,0,0,CAM,
KURT E KRAMER,AGG ASSAULT-ON LAW ENFORCEMENT,0,2,0,0,0,0,0,0,18,2,36,36,0,25.4558441227157,18,0,CAM,
KURT E KRAMER,AGGRAVATED MANSLAUGHTER-EXTREM,12045,2,24090,18615,5475,9291.38310479123,12045,5475,0,2,0,0,0,0,0,0,CAM,
KURT E KRAMER,AGGRAVATED SEXUAL ASSAULT - VI,2555,1,2555,2555,2555,,2555,2555,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,ARSON-RECKLESS DANGER TO BLDG/,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,ASSAULT BY AUTO/VESSEL BI VIOL,365,1,365,365,365,,365,365,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,ASSAULT BY AUTO/VESSEL-DRIVE I,10,1,10,10,10,,10,10,24,1,24,24,24,,24,24,CAM,
KURT E KRAMER,ASSAULT BY AUTO/VESSEL-RECKLES,0,2,0,0,0,0,0,0,12,2,24,24,0,16.9705627484771,12,0,CAM,
KURT E KRAMER,BURGLARY-ENTERING STRUCTURE ET,794.857142857143,7,5564,1825,0,664.042023914006,1095,1095,13.7142857142857,7,96,36,0,17.5662013130736,0,0,CAM,
KURT E KRAMER,BURGLARY-REMAIN IN STRUCTURE E,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,CDS - MANU/DIST/PWID - HEROIN/,819.904761904762,21,17218,3650,0,1080.11045290572,364,0,12,21,252,60,0,18.1989010657237,0,0,CAM,
KURT E KRAMER,CDS - MANU/DIST/PWID - SCHD I,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,CAM,
KURT E KRAMER,CDS-MANU/DIST/PWID-MARIJ=/>1OZ,364,1,364,364,364,,364,364,36,1,36,36,36,,36,36,CAM,
KURT E KRAMER,CDS/ANALOG - DISTRIBUTE ON/NEA,1460,1,1460,1460,1460,,1460,1460,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,CONSPIRACY - AGREE/AID IN COND,817.5,2,1635,1095,540,392.444263558534,817.5,540,0,2,0,0,0,0,0,0,CAM,
KURT E KRAMER,CONSPIRACY - AGREE/ENGAGE IN C,973.333333333333,3,2920,1825,0,918.563189624608,1095,0,12,3,36,36,0,20.7846096908265,0,0,CAM,
KURT E KRAMER,CONTEMPT - VIOLATE DV ORDER BY,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,CONTEMPT-VIOLATE JUDICIAL/REST,365,1,365,365,365,,365,365,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,CRIMINAL ATTEMPT - PURPOSELY E,5292.5,2,10585,5475,5110,258.09397513309,5292.5,5110,0,2,0,0,0,0,0,0,CAM,
KURT E KRAMER,CRIMINAL MISCHIEF-DAMAGE PROPE,729.5,2,1459,1095,364,516.895057047366,729.5,364,12,2,24,24,0,16.9705627484771,12,0,CAM,
KURT E KRAMER,CRIMINAL RESTRAINT - RISK OF S,1825,1,1825,1825,1825,,1825,1825,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,CRIMINAL SEXUAL CONTACT,742,1,742,742,742,,742,742,60,1,60,60,60,,60,60,CAM,
KURT E KRAMER,CRIMINAL TRESPASS-RESEARCH FAC,285,2,570,540,30,360.624458405139,285,30,18,2,36,36,0,25.4558441227157,18,0,CAM,
KURT E KRAMER,DEFRAUD ADMIN OF DRUG TEST - C,364,1,364,364,364,,364,364,36,1,36,36,36,,36,36,CAM,
KURT E KRAMER,DISORDERLY CONDUCT-IMPROP BEHA,0,2,0,0,0,0,0,0,18,2,36,36,0,25.4558441227157,18,0,CAM,
KURT E KRAMER,ENDANGERING-ABUSE/NEGLECT OF A,1581.33333333333,3,4744,2189,1095,557.001196886805,1460,1095,0,3,0,0,0,0,0,0,CAM,
KURT E KRAMER,ENDANGERING-DISTRIBUTION OF CH,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,ENDANGERING-POSSESS/VIEW CHILD,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,ENDANGERING-SEXUAL CONDUCT WIT,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,ESCAPE-FROM DETENTION,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,CAM,
KURT E KRAMER,FORGERY-UTTER FORGED DOCS-GOV,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,CAM,
KURT E KRAMER,FORGERY-UTTER FORGED DOCS-OTHE,540,1,540,540,540,,540,540,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,HARASSMENT WHILE IMPRISONED OR,365,1,365,365,365,,365,365,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,HARASSMENT-COMMUNICATION IN MA,0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,HINDERING-ONESELF-FALS INFO-UN,270,1,270,270,270,,270,270,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,HINDERING-ONESELF-HIDE EVID UN,0,1,0,0,0,,0,0,36,1,36,36,36,,36,36,CAM,
KURT E KRAMER,KIDNAPPING-BODILY INJURY/TERRO,1095,1,1095,1095,1095,,1095,1095,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,KNOW POSS/VIEW/CTRL <1K ITEMS,547.5,2,1095,1095,0,774.28192539927,547.5,0,18,2,36,36,0,25.4558441227157,18,0,CAM,
KURT E KRAMER,MANSLAUGHTER - COMMITTED RECKL,2555,1,2555,2555,2555,,2555,2555,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,MANUF/DISTR CDS OR INTENT TO M,1306.31578947368,19,24820,5475,0,1540.49310477131,1095,0,15.1578947368421,19,288,60,0,21.4819385580195,0,0,CAM,
KURT E KRAMER,MFG/D/D OTHER I OR II<1OZ 3RD,2920,1,2920,2920,2920,,2920,2920,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,OBSTRUCT ADMIN OF LAW-OBSTRUCT,450,1,450,450,450,,450,450,0,1,0,0,0,,0,0,CAM,
KURT E KRAMER,OPERATE MV DURING LICENSE SUSP,180,2,360,180,180,0,180,180,18,2,36,36,0,25.4558441227157,18,0,CAM,
KURT E KRAMER,"POSS CDS - > 50G MARIJUANA, 5G",0,1,0,0,0,,0,0,0,1,0,0,0,,0,0,CAM,
