County,Offense,AverageIncarcerationLength,TotalCasesYear,TotalIncarcerationAmount,MaxSentence,MinSentence,StdDevSentence,MedianSentence,ModeSentence,AverageProbation,TotalProbationInstances,TotalProbationMonthSum,MaxProbation,MinProbation,StdDevProbation,MedianProbation,ModeProbation,ID
MID,PRESC/LEGEND DRUGS-DISTRIBUTE,365.0,3,1095,1095,0,632.1985447626403,0.0,0,4.0,3,12,12,0,6.928203230275509,0.0,0,3040
MID,PRESC/LEGEND DRUGS-POSS WITHOU,180.0,3,540,540,0,311.7691453623979,0.0,0,8.0,3,24,24,0,13.856406460551018,0.0,0,3041
MID,PROHIBITED WEAPONS AND DEVICES,60.0,6,360,360,0,146.9693845669907,0.0,0,24.0,6,144,60,0,24.0,24.0,0,3042
MID,PROMOTE PROST: EXCEPT SOLICT O,0.0,3,0,0,0,0.0,0.0,0,24.0,3,72,36,0,20.784609690826528,36.0,36,3043
MID,PROMOTE PROST: SOLICIT OR PROC,7.0,1,7,7,7,,7.0,7,0.0,1,0,0,0,,0.0,0,3044
MID,PROSTITUTION - PROMOTE CHILD P,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,3045
MID,PURP/KNOW/RECK VIOLATION OF SA,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3046
MID,RACKETEERING-EMPLOYEE PARTICIP,3041.6666666666665,3,9125,4380,2190,1173.3108425874761,2555.0,2190,0.0,3,0,0,0,0.0,0.0,0,3047
MID,RECEIVING STOLEN PROP-KNOW PRO,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3048
MID,RECEIVING STOLEN PROPERTY-VAL,759.1666666666666,6,4555,1825,0,715.8590410595278,817.5,0,6.0,6,36,36,0,14.696938456699069,0.0,0,3049
MID,RECEIVING STOLEN PROPERTY-VALU,65.45454545454545,11,720,540,0,166.39492999269157,0.0,0,15.272727272727273,11,168,60,0,24.645855266518584,0.0,0,3050
MID,RECEIVNG STOLEN PROP-KNOW PROP,499.1864406779661,59,29452,1825,0,609.1240028495492,180.0,0,26.23728813559322,59,1548,60,0,25.453364375583753,36.0,0,3051
MID,RECKLESS DEATH BY AUTO OR VESS,2920.0,7,20440,5475,1460,1316.026215544356,2555.0,2190,0.0,7,0,0,0,0.0,0.0,0,3052
MID,REFUSAL TO SUBMIT TO FINGERPRI,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3053
MID,REG OF SEX OFF-NOTICE OF CHANG,730.0,3,2190,1095,0,632.1985447626403,1095.0,1095,20.0,3,60,60,0,34.64101615137755,0.0,0,3054
MID,REGISTRATION OF SEX OFFENDER-V,453.0,3,1359,1095,84,558.0564487576503,180.0,84,0.0,3,0,0,0,0.0,0.0,0,3055
MID,REGISTRATION OF SEX OFFENDERS-,545.8,5,2729,1825,0,738.9575089272726,364.0,0,19.2,5,96,60,0,27.62607463973121,0.0,0,3056
MID,REPORT OF ABUSE REQUIRED FOR P,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3057
MID,RESIST ARR/ELUD-AFTER INSTRUCT,486.8301886792453,53,25802,10962,0,1564.121659834498,0.0,0,31.37735849056604,53,1663,60,0,22.117019564731265,36.0,36,3058
MID,RESIST ARR/ELUD-CAUSE RISK OF,62.0,3,186,186,0,107.38715006927039,0.0,0,32.0,3,96,48,12,18.33030277982336,36.0,12,3059
MID,RESIST ARR/ELUD-FLIGHT PREVENT,243.11111111111111,36,8752,1095,0,266.72605291119817,225.0,0,11.166666666666666,36,402,60,0,17.457703989111188,0.0,0,3060
MID,RESIST ARR/ELUD-MV OP- RISK OF,1352.5,60,81150,4015,0,935.294524445443,1825.0,1825,12.8,60,768,60,0,23.78206132104545,0.0,0,3061
MID,RESIST ARR/ELUD-PREVENTS OFFIC,12.857142857142858,14,180,180,0,48.10702354423639,0.0,0,12.0,14,168,60,0,16.30478929168218,12.0,0,3062
MID,RESIST ARR/ELUD-USE/THREATEN F,418.8888888888889,27,11310,1825,0,643.4601974023145,0.0,0,22.88888888888889,27,618,60,0,21.69958052294548,24.0,0,3063
MID,RISK INJURY / DAMAGE - KNOWING,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3064
MID,ROBBERY-BI,0.0,1,0,0,0,,0.0,0,3.0,1,3,3,3,,3.0,3,3065
MID,ROBBERY-BI/FEAR/WHILE 1ST/2ND,4197.5,2,8395,4745,3650,774.2819253992695,4197.5,3650,0.0,2,0,0,0,0.0,0.0,0,3066
MID,ROBBERY-INFLICTS BI OR USES FO,1681.5625,48,80715,7300,0,1343.8216210502524,1825.0,1825,13.75,48,660,60,0,25.484663723627648,0.0,0,3067
MID,ROBBERY-THREAT OR FEAR OF BI,1184.8148148148148,27,31990,2555,0,888.6706596431216,1460.0,1825,15.555555555555555,27,420,60,0,26.79456508228335,0.0,0,3068
MID,ROBBERY-THREAT OR FEAR OF BI -,2600.4166666666665,12,31205,4015,1825,696.6460505141545,2555.0,1825,0.0,12,0,0,0,0.0,0.0,0,3069
MID,SALE OF MOTOR VEHICLE ON SUNDA,0.0,2,0,0,0,0.0,0.0,0,60.0,2,120,60,60,0.0,60.0,60,3070
MID,SECURING THE EXECUTION OF DOCU,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3071
MID,SELL/GIVE ELECTRONIC COMMUNICA,0.0,1,0,0,0,,0.0,0,48.0,1,48,48,48,,48.0,48,3072
MID,SEX ASSAULT 4 YR>VICTIM,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3073
MID,SEXUAL ASSAULT-BY SUPERVISOR-V,4380.0,1,4380,4380,4380,,4380.0,4380,0.0,1,0,0,0,,0.0,0,3074
MID,SEXUAL ASSAULT-FORCE/COERCION,1460.0,3,4380,1825,1095,365.0,1460.0,1095,0.0,3,0,0,0,0.0,0.0,0,3075
MID,SEXUAL ASSAULT-PENETRATION BY,2555.0,1,2555,2555,2555,,2555.0,2555,0.0,1,0,0,0,,0.0,0,3076
MID,SEXUAL ASSAULT-VIC < 13 & DEF,2357.2916666666665,24,56575,3650,1460,618.1071723004638,2190.0,1825,0.0,24,0,0,0,0.0,0.0,0,3077
MID,SEXUAL ASSAULT-VICTIM 13-15 Y/,1825.0,5,9125,2555,1460,447.03187805793004,1825.0,1460,0.0,5,0,0,0,0.0,0.0,0,3078
MID,SHOPLIFTING-CONCEAL MERCH-RETA,381.3076923076923,13,4957,1460,0,500.73286035160254,180.0,0,21.076923076923077,13,274,60,0,25.12124445717057,10.0,0,3079
MID,SHOPLIFTING-CONCEAL MERCHANDIS,309.61538461538464,13,4025,1460,0,410.68774400622556,180.0,0,20.307692307692307,13,264,60,0,24.191543341233302,0.0,0,3080
MID,SHOPLIFTING-REM/ALTER TAG/BUY,480.3333333333333,6,2882,1460,0,538.0415101706063,441.0,0,14.0,6,84,60,0,24.49489742783178,0.0,0,3081
MID,SHOPLIFTING-RETAIL VALUE $500-,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3082
MID,SHOPLIFTING-RETAIL VALUE BETWE,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3083
MID,SHOPLIFTING-TAKE MERCH W/O PAY,393.5520833333333,96,37781,1825,0,556.760533798521,90.0,0,27.625,96,2652,60,0,27.370845034356115,30.0,0,3084
MID,SHOPLIFTING-TAKE MERCH W/OUT P,125.78846153846153,52,6541,545,0,170.88676867268174,0.0,0,15.692307692307692,52,816,60,0,22.10628378550836,0.0,0,3085
MID,SHOPLIFTING-TRANSFER OF CONTAI,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3086
MID,SIMPLE ASSAULT,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,3087
MID,SIMPLE ASSAULT AT YOUTH SPORTI,115.0,1,115,115,115,,115.0,115,60.0,1,60,60,60,,60.0,60,3088
MID,SIMPLE ASSAULT-NEG. CAUSE BI W,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3089
MID,SIMPLE ASSAULT-NEGLIGENT CAUSE,15.0,2,30,30,0,21.213203435596427,15.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0,3090
MID,"SIMPLE ASSAULT-PURP/KNOW B.I.,",3.2777777777777777,18,59,59,0,13.906433363335434,0.0,0,7.0,18,126,24,0,7.768715542254754,6.0,0,3091
MID,SIMPLE ASSAULT-PURPOSELY/KNOWI,17.86046511627907,129,2304,364,0,53.23969151776686,0.0,0,14.093023255813954,129,1818,60,0,12.247092678255008,12.0,12,3092
MID,SIMPLE ASSAULT-THREAT OF SBI B,0.0,7,0,0,0,0.0,0.0,0,12.0,7,84,18,0,6.0,12.0,12,3093
MID,SIMPLE ASSAULT-THREAT SBI PHYS,0.0,3,0,0,0,0.0,0.0,0,0.0,3,0,0,0,0.0,0.0,0,3094
MID,SOLID WASTE VEHICLES NOT TO TR,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3095
MID,SPECIAL SENTENCE PSL/CSL - VIO,442.8333333333333,12,5314,1095,0,361.0250138232261,407.0,0,2.0,12,24,24,0,6.92820323027551,0.0,0,3096
MID,SPECULATE/WAGER OFFICIAL ACTIO,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3097
MID,STALKING-ENGAGE CONDUCT REASON,66.11111111111111,9,595,540,0,178.6368134263235,0.0,0,30.666666666666668,9,276,60,0,20.8806130178211,36.0,36,3098
MID,STALKING-STALKING IN VIOLATION,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3099
MID,STRICT LIABILITY VEHICULAR HOM,592.0,4,2368,1460,180,585.1313242911087,364.0,364,33.0,4,132,60,0,24.73863375370596,36.0,36,3100
MID,TAMPER W/PUB RECS-DESTROY LEO,360.0,1,360,360,360,,360.0,360,0.0,1,0,0,0,,0.0,0,3101
MID,TAMPER W/PUB RECS-MAKE FALSE E,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3102
MID,TAMPER W/PUB RECS-USE OR FILE,364.0,1,364,364,364,,364.0,364,36.0,1,36,36,36,,36.0,36,3103
MID,TAMPER W/PUB RECS-USE/FILE FAL,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3104
MID,TAMPERING WITH PHYSICAL EVIDEN,219.28571428571428,7,1535,540,0,220.1217195748103,270.0,0,11.142857142857142,7,78,36,0,14.870872776769263,0.0,0,3105
MID,TERRORISTIC THREATS-THREAT TO,371.7567567567568,37,13755,1825,0,569.9969495729978,0.0,0,27.56756756756757,37,1020,60,0,23.810059196039788,36.0,0,3106
MID,TERRORISTIC THREATS-THREATEN I,509.3809523809524,21,10697,1825,0,683.6944109900618,0.0,0,18.571428571428573,21,390,60,0,19.709316143822516,12.0,0,3107
MID,THEFT,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3108
MID,THEFT BY DECEPTION-FALSE IMPR-,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3109
MID,THEFT BY DECEPTION-VALUE $200-,135.0,6,810,540,0,225.8982071642004,0.0,0,20.0,6,120,48,0,22.342784070030305,18.0,0,3110
MID,THEFT BY DECEPTION-VALUE $500-,419.95348837209303,43,18058,2555,0,665.6204035294326,0.0,0,31.325581395348838,43,1347,60,0,25.859253598619993,36.0,60,3111
MID,THEFT BY DECEPTION-VALUE $7500,1703.3333333333333,3,5110,2190,1095,557.5467095529605,1825.0,1095,0.0,3,0,0,0,0.0,0.0,0,3112
MID,THEFT BY DECEPTION-VALUE LESS,0.0,3,0,0,0,0.0,0.0,0,12.0,3,36,24,0,12.0,12.0,0,3113
MID,THEFT BY EXTORTION-EXPOSE SECR,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,3114
MID,THEFT BY EXTORTION-INFLICT BI/,90.0,2,180,90,90,0.0,90.0,90,60.0,2,120,60,60,0.0,60.0,60,3115
MID,THEFT BY EXTORTION-INFLICT HAR,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3116
MID,THEFT BY UNLAWFL TAKNG-IMMOVAB,90.0,1,90,90,90,,90.0,90,60.0,1,60,60,60,,60.0,60,3117
MID,THEFT BY UNLAWFL TAKNG-IMMOVBL,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,3118
MID,THEFT BY UNLAWFL TAKNG-MOVABLE,363.1329479768786,173,62822,2555,0,568.0795982047686,0.0,0,28.115606936416185,173,4864,60,0,24.883646430106584,36.0,0,3119
MID,THEFT BY UNLAWFL TAKNG-VALUE $,730.0,2,1460,1460,0,1032.3759005323593,730.0,0,9.0,2,18,18,0,12.727922061357855,9.0,0,3120
MID,THEFT BY UNLAWFL TAKNG-VALUE 7,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3121
MID,THEFT BY UNLAWFUL TAKNG-MOVABL,16.875,16,270,180,0,48.95150661624216,0.0,0,15.75,16,252,60,0,18.444511378727277,12.0,0,3122
MID,THEFT OF PROP LOST/MISLAID/ETC,90.0,1,90,90,90,,90.0,90,60.0,1,60,60,60,,60.0,60,3123
MID,THEFT OF SERVCS-KNOW SERVCS CO,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3124
MID,THEFT OF SERVICES-KNOW SERVCES,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3125
MID,THEFT-BY THREAT NOT AMOUNTING,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3126
MID,THEFT-FIREARM/MV/VESSEL/ BOAT/,222.5,2,445,355,90,187.3832970144351,222.5,90,30.0,2,60,60,0,42.42640687119285,30.0,0,3127
MID,THEFT-FROM THE PERSON OF ANOTH,196.53846153846155,13,2555,1460,0,485.4953853856586,0.0,0,23.076923076923077,13,300,60,0,21.611962499433574,36.0,0,3128
MID,THEFT-VALUE $200-$499,180.0,1,180,180,180,,180.0,180,60.0,1,60,60,60,,60.0,60,3129
MID,"THEFT-VALUE BETWEEN $500-$74,9",1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3130
MID,THROWING BODILY FLUID AT LAW E,185.9090909090909,11,2045,540,0,220.3571893746399,90.0,0,16.363636363636363,11,180,60,0,23.559595613137027,0.0,0,3131
MID,TRADEMARK COUNT:DISP ETC CNTFE,0.0,2,0,0,0,0.0,0.0,0,24.0,2,48,24,24,0.0,24.0,24,3132
MID,TRAFFIC PERSL ID INFO-MAKE ETC,60.0,3,180,90,0,51.96152422706632,90.0,90,36.0,3,108,60,0,31.74901573277509,48.0,0,3133
MID,UNLAW TAKING MEANS CONVEYANCE-,154.28571428571428,7,1080,540,0,263.49301969610394,0.0,0,25.714285714285715,7,180,48,0,21.27372625027004,36.0,0,3134
MID,UNLAW TAKING MEANS OF CONVEYAN,90.0,6,540,540,0,220.45407685048602,0.0,0,14.0,6,84,36,0,16.39512122553536,9.0,0,3135
MID,UNLAWFUL POSS HANDGUN-BBGUN/SP,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,3136
MID,UNLAWFUL POSS OF HANDGUN W/OUT,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3137
MID,UNLAWFUL POSS WEAP - OTHER WEA,132.36,25,3309,540,0,200.98981732084505,0.0,0,16.32,25,408,60,0,18.208789086592223,12.0,0,3138
MID,UNLAWFUL POSS WEAP - RIFLE/SHO,365.0,1,365,365,365,,365.0,365,0.0,1,0,0,0,,0.0,0,3139
MID,UNLAWFUL POSS WEAP - RIFLES/SH,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3140
MID,UNLAWFUL POSS WEAPON - HANDGUN,876.0,5,4380,1825,0,840.2931036251576,1095.0,0,2.4,5,12,12,0,5.366563145999495,0.0,0,3141
MID,UNLAWFUL POSS WEAPON- PRIOR CO,1825.0,2,3650,1825,1825,0.0,1825.0,1825,0.0,2,0,0,0,0.0,0.0,0,3142
MID,UNLAWFUL POSS WEAPON-HANDGUNS,1319.5353535353536,99,130634,4745,0,899.7197104714573,1825.0,1825,10.181818181818182,99,1008,48,0,17.066714015085836,0.0,0,3143
MID,UNLAWFUL POSSESSION OF WEAPONS,1155.6666666666667,6,6934,1825,0,813.6342339569215,1460.0,1825,14.0,6,84,60,0,24.49489742783178,0.0,0,3144
MID,UNLAWFUL TAKING OF A MEANS OF,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3145
MID,UNSWORN FALSFICTN AUTH-FALSE W,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3146
MID,USE/POSS W/INTENT TO USE DRUG,0.0,3,0,0,0,0.0,0.0,0,8.0,3,24,12,0,6.928203230275509,12.0,12,3147
MID,USE/POSS W/INTEUSE/POSS W/INT,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3148
MID,VEHICLE TITLE FRAUD-FALSE STAT,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3149
MID,VIOLATION OF FIREARMS REGULATI,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,3150
MID,VIOLATION OF PUBLIC HEALTH/SAF,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3151
MID,VIOLATION OF REG PROVISION - F,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3152
MID,WANDER/REMAIN/PROWL IN PUBLIC,0.0,3,0,0,0,0.0,0.0,0,12.0,3,36,24,0,12.0,12.0,0,3153
MID,WANDERING/PROWLING TO OBTAIN/S,17.307692307692307,26,450,180,0,51.033925367950474,0.0,0,5.423076923076923,26,141,24,0,7.200961474264819,0.0,0,3154
MID,WEAPONS-MANU/TRANSPO/ DISP/DEF,0.0,1,0,0,0,,0.0,0,48.0,1,48,48,48,,48.0,48,3155
MID,WIDESPREAD INJURY OR DAMAGE-NO,0.0,2,0,0,0,0.0,0.0,0,36.0,2,72,36,36,0.0,36.0,36,3156
MID,WITNESS TAMPERING-CAUSE FLSE T,2555.0,1,2555,2555,2555,,2555.0,2555,0.0,1,0,0,0,,0.0,0,3157
MID,WITNESS TAMPERING-DISOBEY SUMM,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3158
MID,WITNESS TAMPERING-RET AGAINST,270.0,2,540,540,0,381.8376618407357,270.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0,3159
MID,WITNESS TAMPERING-TO CAUSE FLS,516.0,4,2064,1825,0,879.9094650398225,119.5,0,15.0,4,60,36,0,18.0,12.0,0,3160
MON,ABUSE/ABANDONMENT/CRUELTY & NE,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3161
MON,AGG ARSON-DANGER OF BI,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3162
MON,AGG ARSON-PURP DESTROY STRUCTU,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,3163
MON,AGG ASLT CAUSING BODILY INJURY,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3164
MON,AGG ASSAULT,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3165
MON,AGG ASSAULT - ON DOMESTIC VIOL,472.22222222222223,9,4250,1825,0,687.5672290361463,218.0,0,22.666666666666668,9,204,60,0,20.29778313018444,24.0,0,3166
MON,AGG ASSAULT - STRANGLE DOMESTI,130.33333333333334,15,1955,1095,0,289.91690106616676,0.0,0,29.2,15,438,60,0,17.101378390560885,24.0,24,3167
MON,AGG ASSAULT W/ FIREARM,108.0,5,540,540,0,241.49534156997728,0.0,0,21.6,5,108,60,0,23.082460874005612,12.0,12,3168
MON,AGG ASSAULT-ATTEMPT/CAUSE BI W,442.7368421052632,19,8412,1825,0,658.8479711760574,0.0,0,18.31578947368421,19,348,60,0,18.490395800039146,12.0,0,3169
MON,AGG ASSAULT-ATTEMPT/CAUSE SBI,2017.8125,16,32285,3650,1095,753.5360392841208,1825.0,1825,0.0,16,0,0,0,0.0,0.0,0,3170
MON,AGG ASSAULT-ATTEMPT/CAUSE SIGN,136.68,25,3417,1095,0,249.30983400847498,0.0,0,22.8,25,570,60,0,19.82422760159901,18.0,12,3171
MON,AGG ASSAULT-CAUSE BODILY INJUR,2372.5,2,4745,3650,1095,1806.6578259316288,2372.5,1095,0.0,2,0,0,0,0.0,0.0,0,3172
MON,AGG ASSAULT-CAUSE INJURY WITH,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,12,12,0.0,12.0,12,3173
MON,AGG ASSAULT-ON LAW ENFORCEMENT,130.23529411764707,17,2214,364,0,170.00276814355286,0.0,0,22.235294117647058,17,378,60,0,16.939338135552646,24.0,24,3174
MON,AGG ASSAULT-ON PAID/VOLUNTEER,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3175
MON,AGG ASSLT SBI,0.0,1,0,0,0,,0.0,0,48.0,1,48,48,48,,48.0,48,3176
MON,AGG CRIM SEX CONTACT,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3177
MON,AGG SEX ASSAULT,6570.0,1,6570,6570,6570,,6570.0,6570,0.0,1,0,0,0,,0.0,0,3178
MON,AGG SEX ASSAULT-V>=13 & <16-D,4745.0,1,4745,4745,4745,,4745.0,4745,0.0,1,0,0,0,,0.0,0,3179
MON,AGG SEX ASSAULT-VIC >=13 & <16,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,3180
MON,AGGRAVATED ARSON,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0,3181
MON,AGGRAVATED CRIMINAL SEXUAL CON,61.2,5,306,306,0,136.84736022298713,0.0,0,12.0,5,60,60,0,26.832815729997478,0.0,0,3182
MON,AGGRAVATED MANSLAUGHTER-EXTREM,6691.666666666667,3,20075,12775,3650,5268.321206355336,3650.0,3650,0.0,3,0,0,0,0.0,0.0,0,3183
MON,AGGRAVATED SEXUAL ASSAULT - VI,6778.571428571428,7,47450,12775,5475,2730.248331632299,5475.0,5475,0.0,7,0,0,0,0.0,0.0,0,3184
MON,ARSON-RECKLESS DANGER OF DEATH,912.0,2,1824,1460,364,774.9890321804561,912.0,364,18.0,2,36,36,0,25.45584412271571,18.0,0,3185
MON,ARSON-RECKLESS DANGER TO BLDG/,0.0,2,0,0,0,0.0,0.0,0,36.0,2,72,60,12,33.94112549695428,36.0,12,3186
MON,ASSAULT BY AUTO/VESSEL BI VIOL,76.81818181818181,11,845,480,0,172.83334063878888,0.0,0,19.636363636363637,11,216,60,0,20.97270954012727,12.0,12,3187
MON,ASSAULT BY AUTO/VESSEL SBI VIO,0.0,4,0,0,0,0.0,0.0,0,30.0,4,120,36,24,6.928203230275509,30.0,24,3188
MON,ASSAULT BY AUTO/VESSEL-DRIVE I,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0,3189
MON,"ASSAULT, SIMPLE, NEG BI, ATTEM",0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3190
MON,ATT CAUSE PURR/ KNOWLY BODILY,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3191
MON,"BAD CHECKS, MONEY ORDERS OR EL",0.0,3,0,0,0,0.0,0.0,0,0.0,3,0,0,0,0.0,0.0,0,3192
MON,"BAD CHECKS-VALUE $1,000-<$75,0",89.5,2,179,179,0,126.572113832392,89.5,0,30.0,2,60,60,0,42.42640687119285,30.0,0,3193
MON,"BAD CHECKS-VALUE $75,000+",1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3194
MON,BAD CHECKS-VALUE <$200,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3195
MON,BURGLARY TOOLS - MANU/POSS-MAN,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3196
MON,BURGLARY-ENTERING STRUCTURE ET,446.609375,128,57166,3650,0,730.3426898626609,0.0,0,20.7890625,128,2661,60,0,23.849479547879533,12.0,0,3197
MON,BURGLARY-NO BI AND/OR UNARMED,634.2857142857143,14,8880,1095,0,552.9044191388749,1095.0,1095,11.142857142857142,14,156,60,0,19.09835733112282,0.0,0,3198
MON,BURGLARY-REMAIN IN STRUCTURE E,171.88888888888889,9,1547,1095,0,366.29101969760484,0.0,0,20.0,9,180,60,0,19.8997487421324,24.0,0,3199
MON,CALLING 911 WITHOUT NEEDING 91,146.25,8,1170,180,0,66.96214282285605,180.0,180,37.5,8,300,48,0,19.70496674155311,48.0,48,3200
MON,CDS - MANU/DIST/PWID - HEROIN/,966.1142857142858,105,101442,5840,0,1209.342330123515,147.0,0,16.97142857142857,105,1782,60,0,21.784105507164,12.0,0,3201
MON,CDS - MANU/DIST/PWID - LSD - <,1040.0,5,5200,2920,0,1407.355676437197,90.0,0,26.4,5,132,60,0,26.015380066414558,36.0,0,3202
MON,CDS - MANU/DIST/PWID - LSD - =,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,3203
MON,CDS - MANU/DIST/PWID - MARIJ >,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3204
MON,CDS - MANU/DIST/PWID - MARIJ<1,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3205
MON,CDS - MANU/DIST/PWID - MARIJ=/,156.42857142857142,7,1095,1095,0,413.8710979451038,0.0,0,18.857142857142858,7,132,36,0,11.710800875382398,24.0,24,3206
MON,CDS - MANU/DIST/PWID - METH -,0.0,3,0,0,0,0.0,0.0,0,44.0,3,132,60,12,27.712812921102035,60.0,60,3207
MON,CDS - MANU/DIST/PWID - OTHER S,93.5,4,374,364,0,180.39493710559987,5.0,0,19.5,4,78,60,0,28.30194339616981,9.0,0,3208
MON,CDS - MANU/DIST/PWID - SCHD I,0.0,4,0,0,0,0.0,0.0,0,24.0,4,96,48,12,16.24807680927192,18.0,18,3209
MON,CDS - MANU/DIST/PWID -MARI =/>,876.0,5,4380,2555,0,1226.9647509199276,0.0,0,21.6,5,108,60,0,26.015380066414558,12.0,0,3210
MON,CDS-MANU/DIST/PWID-MARIJ=/>1OZ,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0,3211
MON,CDS/ANALOG - DISTRIBUTE ON/NEA,762.25,20,15245,3285,0,1086.3587599237915,6.5,0,22.8,20,456,60,0,26.662806738186713,12.0,0,3212
MON,CERT PERSON NOT TO HAVE WEAP P,2007.5,4,8030,2555,1825,365.0,1825.0,1825,0.0,4,0,0,0,0.0,0.0,0,3213
MON,CERTAIN PERSONS NOT TO HAVE WE,253.0,3,759,540,39,258.35440774254266,180.0,39,8.0,3,24,24,0,13.856406460551018,0.0,0,3214
MON,CIRCULATE FALSE REPORT OF IMPE,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,3215
MON,COMPUTER CRIME-ACCESS PURPOSE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3216
MON,CONSPIRACY,273.27272727272725,11,3006,2190,0,657.924173580678,0.0,0,15.272727272727273,11,168,60,0,18.660605076421874,12.0,0,3217
MON,CONSPIRACY - AGREE/ENGAGE AID,0.0,4,0,0,0,0.0,0.0,0,21.0,4,84,60,0,26.60826939130014,12.0,12,3218
