Offense,AverageIncarcerationDays,TotalCasesDays,TotalIncarcerationDays,MaxSentenceDays,MinSentenceDays,StdDevSentence,MedianSentence,ModeSentence,AverageProbationMonth,TotalProbationMonthInstances,TotalProbationMonths,MaxProbationMonth,MinProbationMonth,StdDevProbationMonth,MedianProbationMonth,ModeProbationMonth
PROMOTE PROST: EXCEPT SOLICT O,851.6666666666666,6,5110,1825,0,717.7302185826278,1095.0,1095,6.0,6,36,36,0,14.696938456699069,0.0,0
PROMOTE PROST: SOLICIT OR PROC,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36
PROSTITUTION - COMPEL ANOTHER,1114.0,1,1114,1114,1114,,1114.0,1114,12.0,1,12,12,12,,12.0,12
PROSTITUTION ENAGE AS PATRON 4,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0
PROSTITUTION ENGAGE AS PATRON,540.0,2,1080,540,540,0.0,540.0,540,0.0,2,0,0,0,0.0,0.0,0
PROSTITUTION OFFER SEX IN 2N,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24
PROSTITUTION OFFER SEX IN EXCH,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,36,0,25.45584412271571,18.0,0
PROSTITUTION-WANDER/REMAIN PUB,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
PURCHASE FIREARM PARTS/MANU UN,1002.5,2,2005,1825,180,1163.1906550518706,1002.5,180,6.0,2,12,12,0,8.48528137423857,6.0,0
RACKETEERING-EMPLOYEE OF ENTER,2555.0,1,2555,2555,2555,,2555.0,2555,0.0,1,0,0,0,,0.0,0
RECEIVING STOLEN PROP-KNOW PRO,1559.5,8,12476,3285,0,1089.365083759474,1642.5,2190,3.0,8,24,24,0,8.48528137423857,0.0,0
RECEIVING STOLEN PROPERTY-KNOW,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
RECEIVING STOLEN PROPERTY-VAL,730.0,7,5110,1825,0,729.9999999999999,1095.0,0,10.285714285714286,7,72,38,0,14.896468101693161,0.0,0
RECEIVING STOLEN PROPERTY-VALU,63.92857142857143,56,3580,540,0,142.73635672969772,0.0,0,13.714285714285714,56,768,60,0,19.33128814380204,1.5,0
RECEIVNG STOLEN PROP-KNOW PROP,379.59327217125383,327,124127,1825,0,534.60090872635,90.0,0,24.10703363914373,327,7883,60,0,23.087141789756846,24.0,0
RECKLESS DEATH BY AUTO OR VESS,2348.695652173913,23,54020,5475,1095,995.5026338845851,2190.0,2190,0.0,23,0,0,0,0.0,0.0,0
REFUSAL TO SUBMIT TO FINGERPRI,74.0,1,74,74,74,,74.0,74,0.0,1,0,0,0,,0.0,0
REG OF SEX OFF-NOTICE OF CHANG,666.5238095238095,42,27994,10950,0,1710.4032221514635,157.0,0,9.142857142857142,42,384,60,0,17.74146504326892,0.0,0
REGISTRATION OF SEX OFFENDER-V,362.52941176470586,51,18489,1825,0,498.83457590432425,180.0,0,8.0,51,408,60,0,13.505554412907308,0.0,0
REGISTRATION OF SEX OFFENDERS-,293.5,40,11740,1095,0,426.06313484247244,16.0,0,10.2,40,408,60,0,16.202563899675784,0.0,0
REMOVE MOTOR VEHICLE TRADEMARK,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0
RESIST ARR/ELUD-AFTER INSTRUCT,283.7112676056338,284,80574,1825,0,480.0981875574141,0.0,0,23.098591549295776,284,6560,60,0,19.052395621758045,24.0,0
RESIST ARR/ELUD-CAUSE RISK OF,322.06666666666666,30,9662,1825,0,540.4565715643826,29.0,0,26.8,30,804,60,0,19.600140745448215,24.0,36
RESIST ARR/ELUD-FLIGHT PREVENT,201.26404494382024,178,35825,1460,0,250.29838227375072,86.5,0,15.57865168539326,178,2773,60,0,20.42146301918873,6.5,0
RESIST ARR/ELUD-FORCE/THREAT;,364.0,1,364,364,364,,364.0,364,0.0,1,0,0,0,,0.0,0
RESIST ARR/ELUD-MV OP- RISK OF,1141.0742574257426,202,230497,5475,0,970.2045788423493,1095.0,0,17.22772277227723,202,3480,60,0,25.798446167146977,0.0,0
RESIST ARR/ELUD-PREVENTS OFFIC,50.79545454545455,44,2235,1460,0,226.73728056379036,0.0,0,5.818181818181818,44,256,36,0,8.339518493915547,0.0,0
RESIST ARR/ELUD-USE/THREATEN F,293.35,120,35202,1825,0,497.3092413303869,56.5,0,24.1,120,2892,60,0,22.030689061039414,24.0,0
RESISTING ARREST,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
RESISTING ARREST-PURPOSELY,190.8,10,1908,1460,0,460.32664730843277,0.0,0,9.6,10,96,60,0,21.014280858501916,0.0,0
RESISTING ARREST-SUBSTANTIAL R,547.5,2,1095,1095,0,774.2819253992695,547.5,0,6.0,2,12,12,0,8.48528137423857,6.0,0
RIOT - FAILURE TO DISPERSE UPO,0.0,1,0,0,0,,0.0,0,6.0,1,6,6,6,,6.0,6
RIOT USE/PLAN FIREARMS OR DEAD,342.25,4,1369,1095,0,518.1893958776077,137.0,0,9.0,4,36,18,0,10.392304845413264,9.0,0
ROBBERY,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0
"ROBBERY BY FORCE, BI, THREAT O",182.35294117647058,17,3100,1825,0,499.79720151983526,0.0,0,43.8235294117647,17,745,60,0,26.13961384115507,60.0,60
ROBBERY-BI/FEAR/WHILE 1ST/2ND,2271.1111111111113,9,20440,5475,1460,1221.2206439096544,1825.0,1825,0.0,9,0,0,0,0.0,0.0,0
ROBBERY-INFLICTS BI OR USES FO,1610.2485875706216,177,285014,10950,0,1492.3935531214818,1460.0,1825,11.344632768361581,177,2008,60,0,23.150689342908876,0.0,0
ROBBERY-THREAT,547.5,2,1095,1095,0,774.2819253992695,547.5,0,0.0,2,0,0,0,0.0,0.0,0
ROBBERY-THREAT OR COMMITS - AR,2920.0,2,5840,3650,2190,1032.3759005323593,2920.0,2190,0.0,2,0,0,0,0.0,0.0,0
ROBBERY-THREAT OR COMMITS A 1S,957.5,4,3830,2555,0,1167.936214011707,637.5,0,30.0,4,120,60,0,34.64101615137755,30.0,0
ROBBERY-THREAT OR FEAR OF BI,1313.7391304347825,69,90648,5475,0,1163.710213222371,1460.0,1825,12.304347826086957,69,849,60,0,23.6477236485796,0.0,0
ROBBERY-THREAT OR FEAR OF BI -,10250.40909090909,44,451018,327648,0,48976.91788963744,2920.0,2920,4.090909090909091,44,180,60,0,15.29830235576116,0.0,0
SELL/GIVE ELECTRONIC COMMUNICA,0.0,2,0,0,0,0.0,0.0,0,36.0,2,72,48,24,16.97056274847714,36.0,24
SEX ASSAULT 4 YR>VICTIM,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0
SEX ASSLT- >13 <16 BY DEF 4 YE,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0
SEX ASSLT-ACT,365.0,1,365,365,365,,365.0,365,0.0,1,0,0,0,,0.0,0
SEX OFFENDER FAILURE TO REGIST,135.0,2,270,270,0,190.91883092036784,135.0,0,12.0,2,24,12,12,0.0,12.0,12
SEXUAL ASSAULT-BY RELATIVE-VIC,3285.0,1,3285,3285,3285,,3285.0,3285,0.0,1,0,0,0,,0.0,0
SEXUAL ASSAULT-BY SUPERVISOR-V,4380.0,1,4380,4380,4380,,4380.0,4380,0.0,1,0,0,0,,0.0,0
SEXUAL ASSAULT-FORCE/COERCION,1768.6,15,26529,2920,370,778.152188566882,1825.0,1825,2.4,15,36,36,0,9.2951600308978,0.0,0
SEXUAL ASSAULT-VIC < 13 & DEF,2479.137931034483,58,143790,5475,540,1075.5757894666801,2555.0,2555,0.0,58,0,0,0,0.0,0.0,0
SEXUAL ASSAULT-VICTIM 13-15 Y/,2098.75,16,33580,9125,1095,1919.867616963906,1460.0,1460,0.0,16,0,0,0,0.0,0.0,0
SHOPLIFTING-CONCEAL MERCH-RETA,301.0869565217391,46,13850,1825,0,500.59013290257764,0.0,0,26.565217391304348,46,1222,60,0,26.937501471132144,15.0,0
SHOPLIFTING-CONCEAL MERCHANDIS,244.28125,32,7817,1460,0,349.58899687185664,90.0,0,17.25,32,552,60,0,23.73237886204442,0.0,0
SHOPLIFTING-REM/ALTER TAG/BUY,0.0,4,0,0,0,0.0,0.0,0,7.5,4,30,18,0,9.0,6.0,0
SHOPLIFTING-RETAIL VALUE $500,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24
SHOPLIFTING-RETAIL VALUE $500-,182.5,8,1460,1460,0,516.1879502661797,0.0,0,52.5,8,420,60,0,21.213203435596427,60.0,60
"SHOPLIFTING-RETAIL VALUE $75,0",0.0,2,0,0,0,0.0,0.0,0,32.0,2,64,60,4,39.59797974644666,32.0,4
SHOPLIFTING-RETAIL VALUE BETWE,245.25,4,981,527,0,284.75413371304495,227.0,0,15.25,4,61,60,0,29.837057495671385,0.5,0
SHOPLIFTING-RETAIL VALUE LESS,0.0,2,0,0,0,0.0,0.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0
SHOPLIFTING-TAKE MERCH W/O PAY,221.30263157894737,228,50457,1825,0,395.27505684742044,90.0,0,27.45614035087719,228,6260,60,0,24.625884577104728,24.0,0
SHOPLIFTING-TAKE MERCH W/OUT P,136.89922480620154,129,17660,1095,0,201.94131437751759,10.0,0,18.51937984496124,129,2389,60,0,23.006147539568698,12.0,0
SHOPLIFTING-TRANSFER OF CONTAI,45.0,4,180,90,0,51.96152422706632,45.0,0,30.0,4,120,60,0,34.64101615137755,30.0,0
SHOPLIFTING-UNDER-RINGING - RE,150.0,4,600,540,0,260.3843313258307,30.0,30,27.0,4,108,60,0,24.73863375370596,24.0,24
SIMPLE ASSAULT AT YOUTH SPORTI,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
SIMPLE ASSAULT-BODILY INJURY/P,0.0,7,0,0,0,0.0,0.0,0,5.142857142857143,7,36,12,0,6.4142698058981855,0.0,0
SIMPLE ASSAULT-MUTUAL CONSENT-,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
SIMPLE ASSAULT-NEG. CAUSE BI W,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
SIMPLE ASSAULT-NEGLIGENT CAUSE,0.0,2,0,0,0,0.0,0.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0
"SIMPLE ASSAULT-PURP/KNOW B.I.,",0.0,21,0,0,0,0.0,0.0,0,2.857142857142857,21,60,12,0,5.237229365663817,0.0,0
SIMPLE ASSAULT-PURPOSELY/KNOWI,17.178807947019866,302,5188,328,0,54.68709980382053,0.0,0,8.496688741721854,302,2566,60,0,10.132920049687614,12.0,0
SIMPLE ASSAULT-THREAT OF SBI B,31.413793103448278,29,911,550,0,107.1005926492137,0.0,0,6.931034482758621,29,201,36,0,8.823390320549606,0.0,0
SIMPLE ASSAULT-THREAT SBI PHYS,0.0,2,0,0,0,0.0,0.0,0,3.0,2,6,6,0,4.242640687119285,3.0,0
SPECIAL SENTENCE PSL/CSL - VIO,289.2814814814815,135,39053,1369,0,221.6411194894465,364.0,365,3.3777777777777778,135,456,60,0,12.035932934012207,0.0,0
SPECULATE/WAGER OFFICIAL ACTIO,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0
STALKING,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
STALKING WHILE ON PAROLE OR PR,364.0,2,728,364,364,0.0,364.0,364,36.0,2,72,60,12,33.94112549695428,36.0,12
STALKING-ENGAGE CONDUCT REASON,142.85365853658536,41,5857,638,0,190.2329573149208,35.0,0,21.365853658536587,41,876,60,0,19.211658046041958,24.0,0
STALKING-REPEAT OFFENDER AND S,1186.25,4,4745,1460,1095,182.49999999999997,1095.0,1095,0.0,4,0,0,0,0.0,0.0,0
STALKING-STALKING IN VIOLATION,178.21428571428572,28,4990,1460,0,338.6261302449297,0.0,0,25.071428571428573,28,702,60,0,20.00357110975081,24.0,0
STRICT LIABILITY VEHICULAR HOM,710.6,5,3553,1460,270,534.7324564677181,364.0,364,31.2,5,156,60,0,30.11976095522672,36.0,0
"SUBJ OR THREAT TO STRIKING,KIC",579.0,1,579,579,579,,579.0,579,0.0,1,0,0,0,,0.0,0
TAMPER W/PUB RECS-FALSE ENTRY,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
TAMPER W/PUB RECS-MAKE FALSE E,0.0,4,0,0,0,0.0,0.0,0,3.0,4,12,12,0,6.0,0.0,0
TAMPER W/PUB RECS-USE OR FILE,60.0,3,180,180,0,103.92304845413264,0.0,0,20.0,3,60,36,0,18.33030277982336,24.0,0
TAMPER W/PUB RECS-USE/FILE FAL,0.0,3,0,0,0,0.0,0.0,0,4.0,3,12,12,0,6.928203230275509,0.0,0
TAMPERING WITH PHYSICAL EVID-M,451.0,1,451,451,451,,451.0,451,0.0,1,0,0,0,,0.0,0
TAMPERING WITH PHYSICAL EVIDEN,100.0,9,900,540,0,203.46989949375805,0.0,0,20.0,9,180,60,0,23.811761799581316,12.0,0
TAMPERING WITH RECORDS-DESTROY,158.5,4,634,364,0,187.0,135.0,0,19.5,4,78,36,0,15.0,21.0,0
TERRORISTIC THREATS-OCCURS DUR,977.1666666666666,6,5863,1825,0,816.174103158552,1095.0,1095,20.0,6,120,60,0,30.983866769659336,0.0,0
TERRORISTIC THREATS-THREAT TO,315.2455357142857,224,70615,1825,0,492.9852665893284,17.0,0,22.924107142857142,224,5135,60,0,20.912770984033216,24.0,0
TERRORISTIC THREATS-THREATEN I,371.86486486486484,185,68795,1825,0,520.2343829092681,120.0,0,21.843243243243244,185,4041,60,0,20.55433600373998,24.0,0
THEFT,0.0,1,0,0,0,,0.0,0,18.0,1,18,18,18,,18.0,18
THEFT BY DECEPTION,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36
THEFT BY DECEPTION-FALSE IMPR-,132.0909090909091,11,1453,364,0,160.0252820934583,61.0,0,13.090909090909092,11,144,36,0,13.63418164360843,12.0,0
THEFT BY DECEPTION-VALUE $200-,5209.388888888889,18,93769,93440,0,22019.507920822467,0.0,0,11.333333333333334,18,204,48,0,13.319600771264966,12.0,12
THEFT BY DECEPTION-VALUE $500-,134.66666666666666,102,13736,1460,0,337.7863386240718,0.0,0,31.30392156862745,102,3193,60,0,23.2088192590603,36.0,60
THEFT BY DECEPTION-VALUE $7500,626.5,12,7518,2555,0,997.7782136508913,0.0,0,31.0,12,372,60,0,27.296353402806556,24.0,60
THEFT BY DECEPTION-VALUE LESS,0.14285714285714285,28,4,2,0,0.524530528312962,0.0,0,4.928571428571429,28,138,36,0,8.80205603686948,0.0,0
THEFT BY EXTORTION-INFLICT BI/,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0
THEFT BY EXTORTION-VALUE $7500,3285.0,1,3285,3285,3285,,3285.0,3285,0.0,1,0,0,0,,0.0,0
THEFT BY UNLAW TAKING-DEPRIVE,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
THEFT BY UNLAWFL TAKNG-IMMOVAB,90.0,3,270,180,0,90.0,90.0,0,44.0,3,132,60,12,27.712812921102035,60.0,60
THEFT BY UNLAWFL TAKNG-IMMOVBL,0.6,5,3,3,0,1.3416407864998738,0.0,0,16.8,5,84,60,0,26.290682760247975,0.0,0
THEFT BY UNLAWFL TAKNG-MOVABLE,320.7508854781582,847,271676,2920,0,543.5498964014772,1.0,0,23.131050767414404,847,19592,60,0,23.390923189674847,12.0,0
THEFT BY UNLAWFL TAKNG-VALUE $,504.0833333333333,12,6049,1825,0,672.6386924687433,105.0,0,20.333333333333332,12,244,60,0,24.133467269007213,9.0,0
THEFT BY UNLAWFL TAKNG-VALUE L,0.0,4,0,0,0,0.0,0.0,0,0.0,4,0,0,0,0.0,0.0,0
THEFT BY UNLAWFUL TAKING,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
THEFT BY UNLAWFUL TAKING/DISPO,0.0,2,0,0,0,0.0,0.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0
THEFT BY UNLAWFUL TAKNG-MOVABL,10.544642857142858,112,1181,337,0,46.18429365110481,0.0,0,7.705357142857143,112,863,60,0,10.397191575809916,0.0,0
THEFT CREDIT CARDS-TAKING,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
THEFT FROM GRAVE SITES-REM HEA,273.0,1,273,273,273,,273.0,273,0.0,1,0,0,0,,0.0,0
THEFT FROM GRAVE SITES-REMOVE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
THEFT FROM THE PERSON,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
THEFT OF PROP LOST MISLAID/DEL,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
THEFT OF PROP LOST/MISLAID/ETC,364.8,5,1824,1460,0,632.1987029407763,0.0,0,19.2,5,96,36,0,13.682105101189656,24.0,24
THEFT OF SERVCS-KNOW SERVCS CO,0.0,3,0,0,0,0.0,0.0,0,8.0,3,24,12,0,6.928203230275509,12.0,12
THEFT OF SERVICES-KNOW SERVCES,100.66666666666667,3,302,180,0,91.87672900867408,122.0,0,52.0,3,156,60,36,13.856406460551018,60.0,60
THEFT- VALUE $75000+/EXTORTN/C,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24
THEFT-BY EXTORTION,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0
THEFT-BY THREAT NOT AMOUNTING,0.0,2,0,0,0,0.0,0.0,0,60.0,2,120,60,60,0.0,60.0,60
THEFT-ELECTRONIC VEHICLE ID SY,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
THEFT-FIREARM/MV/VESSEL/ BOAT/,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
THEFT-FROM THE PERSON OF ANOTH,381.2586206896552,58,22113,2190,0,580.0251827668158,90.0,0,24.724137931034484,58,1434,60,0,23.08397568562065,24.0,0
THEFT-VALUE $200-$499,140.75,8,1126,401,0,169.17509948486594,90.0,0,19.5,8,156,60,0,26.39805187617342,6.0,0
"THEFT-VALUE BETWEEN $500-$74,9",309.1666666666667,6,1855,1825,0,742.7005901887158,0.0,0,32.0,6,192,60,0,30.983866769659336,36.0,60
THEFT-VALUE LESS THAN $200,160.42857142857142,7,1123,1095,0,412.2393548829196,0.0,0,0.0,7,0,0,0,0.0,0.0,0
THREAT TO KILL,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0
THROWING BODILY FLUID AT LAW E,173.28787878787878,66,11437,1095,0,247.56803354922707,27.0,0,13.545454545454545,66,894,60,0,17.01328152508352,12.0,0
TRADEMARK COUNT:DISP ETC CNTFE,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
TRAFFIC PERSL ID INFO-MAKE ETC,444.14285714285717,7,3109,1460,0,587.3869901440414,184.0,0,13.714285714285714,7,96,36,0,14.579829511054943,12.0,0
UNLAW POSS WEAP-OTHER,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24
UNLAW TAKING MEANS CONVEYANCE-,247.3846153846154,39,9648,1825,0,392.0477693359516,0.0,0,15.23076923076923,39,594,60,0,20.17614737944098,0.0,0
UNLAW TAKING MEANS OF CONVEYAN,189.77777777777777,63,11956,564,0,205.07893401231448,173.0,0,16.825396825396826,63,1060,60,0,19.258462473835205,12.0,0
UNLAWFUL POSS OF HANDGUN W/OUT,1228.75,12,14745,1825,0,492.66494699744976,1177.5,1095,3.0,12,36,36,0,10.392304845413264,0.0,0
UNLAWFUL POSS WEAP - OTHER WEA,1175.5106382978724,188,220996,194180,0,14153.035839369395,0.0,0,15.138297872340425,188,2846,60,0,17.814313216513234,12.0,0
UNLAWFUL POSS WEAP - RIFLE/SHO,1147.142857142857,7,8030,1825,0,800.467869138924,1460.0,1460,5.142857142857143,7,36,24,0,9.441549509633319,0.0,0
UNLAWFUL POSS WEAP - RIFLES/SH,725.0,18,13050,1825,0,692.7917096365808,729.5,0,14.0,18,252,60,0,21.485973536787423,0.0,0
UNLAWFUL POSS WEAP- MACHINE GU,821.0,4,3284,1825,0,809.5229047613992,729.5,0,15.0,4,60,36,0,18.0,12.0,0
UNLAWFUL POSS WEAPON - HANDGUN,528.5641025641025,39,20614,2190,0,690.1550472203899,180.0,0,17.71794871794872,39,691,60,0,19.104902536905794,15.0,0
UNLAWFUL POSS WEAPON - OTHER W,364.0,1,364,364,364,,364.0,364,12.0,1,12,12,12,,12.0,12
UNLAWFUL POSS WEAPON- PRIOR CO,3224.1666666666665,6,19345,6570,1825,1867.0977924754416,2737.5,1825,0.0,6,0,0,0,0.0,0.0,0
UNLAWFUL POSS WEAPON-HANDGUNS,1354.6395173453998,663,898126,4745,0,759.0751556402969,1825.0,1825,5.4856711915535445,663,3637,60,0,12.996026227211463,0.0,0
UNLAWFUL POSSESSION OF WEAPON-,2920.0,1,2920,2920,2920,,2920.0,2920,0.0,1,0,0,0,,0.0,0
UNLAWFUL POSSESSION OF WEAPONS,1232.7674418604652,43,53009,3650,0,960.5032122900425,1260.0,1825,10.604651162790697,43,456,60,0,17.607005552287205,0.0,0
UNLAWFUL PRACTICE OF DENTISTRY,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
UNLAWFUL TAKING OF A MEANS OF,16.363636363636363,11,180,180,0,54.27204202399745,0.0,0,7.636363636363637,11,84,24,0,9.708478019470686,0.0,0
UNSWORN FALSFICTN AUTH-FALSE I,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
UNSWORN FALSFICTN AUTH-FORGED/,0.0,2,0,0,0,0.0,0.0,0,0.0,2,0,0,0,0.0,0.0,0
USE/POSS W/INTENT TO USE DRUG,60.0,9,540,238,0,94.5568612000208,0.0,0,4.0,9,36,12,0,6.0,0.0,0
USE/POSS W/INTEUSE/POSS W/INT,0.9230769230769231,39,36,17,0,3.793239244710427,0.0,0,3.230769230769231,39,126,60,0,10.378270666363036,0.0,0
USE/POSSESS ELECTRONIC COMMUNI,0.0,2,0,0,0,0.0,0.0,0,60.0,2,120,60,60,0.0,60.0,60
VEHICLE TITLE FRAUD-FORGE/CHAN,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12
VEHICLE TITLE FRAUD-MISREPRESE,0.0,1,0,0,0,,0.0,0,1.0,1,1,1,1,,1.0,1
VEHICULAR HOMICIDE-DWI/REFUSAL,2737.5,2,5475,3650,1825,1290.4698756654493,2737.5,1825,0.0,2,0,0,0,0.0,0.0,0
VIOLATION OF FIREARMS REGULATI,123.54545454545455,11,1359,540,0,220.96486763119773,0.0,0,6.545454545454546,11,72,12,0,6.2667956144051224,12.0,12
VIOLATION OF PROBATION OR SUSP,30.0,1,30,30,30,,30.0,30,60.0,1,60,60,60,,60.0,60
VIOLATION OF PUBLIC HEALTH & S,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
VIOLATION OF REG PROVISION - F,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
WANDER/REMAIN/PROWL IN PUBLIC,0.041666666666666664,48,2,2,0,0.28867513459481287,0.0,0,1.25,48,60,24,0,5.096932744725529,0.0,0
WANDERING/PROWLING TO OBTAIN/S,9.923076923076923,325,3225,379,0,42.46229543622436,0.0,0,1.92,325,624,36,0,4.952216114472838,0.0,0
WEAP MFG-SAWED-OFF SHOTGUN,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60
WEAPON POSS DURING CDS/BIAS OF,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36
WEAPON POSS UNLAW PURPOSE-OTHE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
WEAPON POSSESSION EXCEPT FIREA,90.0,1,90,90,90,,90.0,90,60.0,1,60,60,60,,60.0,60
WEAPONS-MANU/TRANSPO/ DISP/DEF,12.0,1,12,12,12,,12.0,12,0.0,1,0,0,0,,0.0,0
WEAPONS-MANU/TRANSPO/DISP /DEF,179.24,50,8962,1080,0,247.6386900634199,0.0,0,20.52,50,1026,60,0,20.71698504579648,12.0,12
WEAPONS-MANU/TRANSPO/DISP/DEFA,0.0,2,0,0,0,0.0,0.0,0,52.5,2,105,60,45,10.606601717798213,52.5,45
WIDESPREAD INJURY OR DAMAGE-CA,3650.0,1,3650,3650,3650,,3650.0,3650,0.0,1,0,0,0,,0.0,0
WIDESPREAD INJURY OR DAMAGE-NO,270.0,2,540,540,0,381.8376618407357,270.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0
WITNESS TAMPERING-BRIBERY OF W,463.0,1,463,463,463,,463.0,463,48.0,1,48,48,48,,48.0,48
WITNESS TAMPERING-DISOBEY SUMM,540.0,1,540,540,540,,540.0,540,0.0,1,0,0,0,,0.0,0
WITNESS TAMPERING-OBSTRUCT OFF,182.0,2,364,364,0,257.3868683519033,182.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0
WITNESS TAMPERING-RET AGAINST,476.57142857142856,7,3336,1460,0,569.3633453671031,264.0,0,15.428571428571429,7,108,36,0,19.242809417694556,0.0,0
WITNESS TAMPERING-TO CAUSE FAL,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0
WITNESS TAMPERING-TO CAUSE FLS,886.1428571428571,7,6203,1825,0,661.881517234877,1095.0,364,13.714285714285714,7,96,60,0,22.373453657659304,0.0,0
WITNESS TAMPERING-WITHHOLD TES,365.0,3,1095,1095,0,632.1985447626403,0.0,0,40.0,3,120,60,0,34.64101615137755,60.0,60
WITNESS TAMPERING-WITNESS/INFO,546.0,1,546,546,546,,546.0,546,0.0,1,0,0,0,,0.0,0
