Judge,Offense,AverageIncarcerationYear,TotalCasesYear,TotalIncarcerationYears,MaxSentenceYear,MinSentenceYear,StdDevSentenceYear,MedianSentenceYear,ModeSentenceYear,AverageProbationMonth,TotalProbationMonthInstances,TotalIncarcerationMonth,MaxProbationMonth,MinProbationMonth,StdDevProbationMonth,MedianProbationMonth,ModeProbationMonth,ID
JOSEPH W OXLEY,ENDANGERING-PERMIT CHILD TO EN,2920.0,1,2920,2920,2920,,2920.0,2920,0.0,1,0,0,0,,0.0,0,2979
JOSEPH W OXLEY,ENDANGERING-POSSESS CHILD PORN,5475.0,1,5475,5475,5475,,5475.0,5475,0.0,1,0,0,0,,0.0,0,2980
JOSEPH W OXLEY,ENDANGERING-SEXUAL CONDUCT WIT,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,2981
JOSEPH W OXLEY,HARASSMENT-ANY OTHER ALARMING,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,2982
JOSEPH W OXLEY,HARASSMENT-COMMUNICATION IN MA,5.5,2,11,11,0,7.7781745930520225,5.5,0,0.0,2,0,0,0,0.0,0.0,0,2983
JOSEPH W OXLEY,MANSLAUGHTER - COMMITTED RECKL,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,2984
JOSEPH W OXLEY,MANUF/DISTR CDS OR INTENT TO M,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,2985
JOSEPH W OXLEY,OBSTRUCT ADMIN OF LAW-OBSTRUCT,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,2986
JOSEPH W OXLEY,POSS CDS-FAILS TO GIVE CDS TO,0.0,5,0,0,0,0.0,0.0,0,2.4,5,12,6,0,3.286335345030997,0.0,0,2987
JOSEPH W OXLEY,POSS CDS/ANALOG - SCHD I II II,168.46666666666667,15,2527,1095,0,268.22881134974153,146.0,0,5.6,15,84,24,0,10.005712653993504,0.0,0,2988
JOSEPH W OXLEY,POSS OF WEAPON FOR UNLAWFUL PU,1368.75,4,5475,4380,0,2072.8015462170997,547.5,0,9.0,4,36,24,0,11.489125293076057,6.0,0,2989
JOSEPH W OXLEY,PROHIBITED WEAPONS AND DEVICES,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,2990
JOSEPH W OXLEY,RECEIVING STOLEN PROPERTY-VALU,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,2991
JOSEPH W OXLEY,RESIST ARR/ELUD-FLIGHT PREVENT,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,2992
JOSEPH W OXLEY,RESIST ARR/ELUD-USE/THREATEN F,121.33333333333333,3,364,364,0,210.15549798502377,0.0,0,4.0,3,12,12,0,6.928203230275509,0.0,0,2993
JOSEPH W OXLEY,ROBBERY-INFLICTS BI OR USES FO,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,2994
JOSEPH W OXLEY,SIMPLE ASSAULT-BODILY INJURY/P,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,2995
JOSEPH W OXLEY,SIMPLE ASSAULT-PURPOSELY/KNOWI,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,2996
JOSEPH W OXLEY,SIMPLE ASSAULT-THREAT OF SBI B,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,2997
JOSEPH W OXLEY,TERRORISTIC THREATS-THREAT TO,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,2998
JOSEPH W OXLEY,THEFT BY UNLAWFL TAKNG-MOVABLE,226.0,2,452,452,0,319.6122650963195,226.0,0,0.0,2,0,0,0,0.0,0.0,0,2999
JOSEPH W OXLEY,THEFT-FROM THE PERSON OF ANOTH,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3000
JOSEPH W OXLEY,UNLAWFUL POSS WEAP - OTHER WEA,0.0,2,0,0,0,0.0,0.0,0,12.0,2,24,24,0,16.97056274847714,12.0,0,3001
JOSEPH W OXLEY,UNLAWFUL POSS WEAPON-HANDGUNS,730.0,4,2920,1825,0,894.06375611586,547.5,0,9.0,4,36,24,0,11.489125293076057,6.0,0,3002
JOSEPH W OXLEY,UNLAWFUL POSSESSION OF WEAPONS,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3003
JOSEPH W OXLEY,WANDER/REMAIN/PROWL IN PUBLIC,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3004
JOSEPH W OXLEY,WANDERING/PROWLING TO OBTAIN/S,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3005
JUDGE OUT OF COUNTY TRANSF,AGG ASSAULT-ATTEMPT/CAUSE BI W,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3006
JUDGE OUT OF COUNTY TRANSF,AGG ASSAULT-ATTEMPT/CAUSE SIGN,592.5,2,1185,1095,90,710.6423150924803,592.5,90,30.0,2,60,60,0,42.42640687119285,30.0,0,3007
JUDGE OUT OF COUNTY TRANSF,AGG ASSAULT-ON LAW ENFORCEMENT,0.0,2,0,0,0,0.0,0.0,0,55.5,2,111,60,51,6.363961030678928,55.5,51,3008
JUDGE OUT OF COUNTY TRANSF,ASSAULT BY AUTO/VESSEL SBI VIO,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3009
JUDGE OUT OF COUNTY TRANSF,BAIL JUMPING -UNDERLYING OFFEN,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3010
JUDGE OUT OF COUNTY TRANSF,BURGLARY-ENTERING STRUCTURE ET,41.44230769230769,52,2155,1095,0,155.2033976611032,0.0,0,55.53846153846154,52,2888,60,0,15.636134042109177,60.0,60,3011
JUDGE OUT OF COUNTY TRANSF,BURGLARY-NO BI AND/OR UNARMED,0.0,4,0,0,0,0.0,0.0,0,60.0,4,240,60,60,0.0,60.0,60,3012
JUDGE OUT OF COUNTY TRANSF,CAUSING DEATH WHILE DRIVING W/,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3013
JUDGE OUT OF COUNTY TRANSF,CDS - MANU/DIST/PWID - HEROIN/,21.72222222222222,18,391,90,0,38.20040892228858,0.0,0,52.111111111111114,18,938,60,0,19.649543891994,60.0,60,3014
JUDGE OUT OF COUNTY TRANSF,CDS - MANU/DIST/PWID - MARIJ<1,182.0,2,364,364,0,257.3868683519033,182.0,0,48.0,2,96,60,36,16.97056274847714,48.0,36,3015
JUDGE OUT OF COUNTY TRANSF,CDS - MANU/DIST/PWID - METH -,0.0,2,0,0,0,0.0,0.0,0,60.0,2,120,60,60,0.0,60.0,60,3016
JUDGE OUT OF COUNTY TRANSF,CDS - MANU/DIST/PWID -MARI =/>,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3017
JUDGE OUT OF COUNTY TRANSF,CDS-MANU/DIST/PWID-MARIJ=/>1OZ,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3018
JUDGE OUT OF COUNTY TRANSF,CDS/ANALOG - DISTRIBUTE ON/NEA,45.0,4,180,180,0,90.0,0.0,0,48.75,4,195,60,35,13.149778198382917,50.0,60,3019
JUDGE OUT OF COUNTY TRANSF,CONSPIRACY - AGREE/ENGAGE AID,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3020
JUDGE OUT OF COUNTY TRANSF,CONSPIRACY - AGREE/ENGAGE IN C,134.77777777777777,9,1213,1095,0,361.3211098793488,0.0,0,35.44444444444444,9,319,60,0,29.441089955668723,60.0,60,3021
JUDGE OUT OF COUNTY TRANSF,CONTEMPT - VIOLATE DV ORDER BY,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3022
JUDGE OUT OF COUNTY TRANSF,CREDIT CARD CRIME-CRED CARD TH,30.0,1,30,30,30,,30.0,30,60.0,1,60,60,60,,60.0,60,3023
JUDGE OUT OF COUNTY TRANSF,CREDIT CARD CRIME-CREDIT CARD,30.0,1,30,30,30,,30.0,30,60.0,1,60,60,60,,60.0,60,3024
JUDGE OUT OF COUNTY TRANSF,CRIMINAL ATTEMPT - PURPOSELY E,0.0,3,0,0,0,0.0,0.0,0,42.333333333333336,3,127,60,7,30.599564267050166,60.0,60,3025
JUDGE OUT OF COUNTY TRANSF,CRIMINAL COERCION-THREAT INFLC,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3026
JUDGE OUT OF COUNTY TRANSF,CRIMINAL MISCHIEF-DAMAGE PROPE,105.0,2,210,180,30,106.06601717798213,105.0,30,48.0,2,96,60,36,16.97056274847714,48.0,36,3027
JUDGE OUT OF COUNTY TRANSF,CRIMINAL TRESPASS-RESEARCH FAC,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3028
JUDGE OUT OF COUNTY TRANSF,CRUELTY & NEGLECT OF CHILDREN,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3029
JUDGE OUT OF COUNTY TRANSF,ENDANGERING-ABUSE/NEGLECT OF A,0.0,5,0,0,0,0.0,0.0,0,60.0,5,300,60,60,0.0,60.0,60,3030
JUDGE OUT OF COUNTY TRANSF,FAILURE TO MAKE LAWFUL DISPOSI,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3031
JUDGE OUT OF COUNTY TRANSF,FORGERY-UTTER FORGED DOCS-GOV,180.0,1,180,180,180,,180.0,180,48.0,1,48,48,48,,48.0,48,3032
JUDGE OUT OF COUNTY TRANSF,FORGRY-ALT/CHNG WRIT W/O AUTH-,180.0,1,180,180,180,,180.0,180,60.0,1,60,60,60,,60.0,60,3033
JUDGE OUT OF COUNTY TRANSF,HINDERING-FALSE INFO-UNDERLYIN,59.0,2,118,90,28,43.840620433565945,59.0,28,56.0,2,112,60,52,5.656854249492381,56.0,52,3034
JUDGE OUT OF COUNTY TRANSF,HINDERING-HARBOR ANOTHER-UNDER,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3035
JUDGE OUT OF COUNTY TRANSF,IDENTITY CRIME-REP SELF AS ANO,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3036
JUDGE OUT OF COUNTY TRANSF,MANUF/DISTR CDS OR INTENT TO M,141.86363636363637,22,3121,2190,0,462.07835817197616,0.0,0,54.54545454545455,22,1200,60,0,17.65469659009499,60.0,60,3037
JUDGE OUT OF COUNTY TRANSF,MFG/D/D HER/COKE>=.5OZ<5OZ 2ND,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3038
JUDGE OUT OF COUNTY TRANSF,MONEY LAUNDERING-TRANSP/POSSES,0.0,1,0,0,0,,0.0,0,23.0,1,23,23,23,,23.0,23,3039
JUDGE OUT OF COUNTY TRANSF,OBTAINING CDS/ANALOG BY FRAUD/,90.0,1,90,90,90,,90.0,90,60.0,1,60,60,60,,60.0,60,3040
JUDGE OUT OF COUNTY TRANSF,OPERATE MV DURING LICENSE SUSP,28.0,1,28,28,28,,28.0,28,15.0,1,15,15,15,,15.0,15,3041
JUDGE OUT OF COUNTY TRANSF,POSS CDS/ANALOG - SCHD I II II,55.43055555555556,72,3991,2190,0,263.18048358594535,0.0,0,52.06944444444444,72,3749,60,0,17.064357375675105,60.0,60,3042
JUDGE OUT OF COUNTY TRANSF,POSS DEVICE TO DEFRAUD ADMINIS,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3043
JUDGE OUT OF COUNTY TRANSF,POSS OF GAMMA HYDROXYBUTYRATE,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3044
JUDGE OUT OF COUNTY TRANSF,POSS OF WEAPON FOR UNLAWFUL PU,561.5,2,1123,1095,28,754.4829355260462,561.5,28,24.0,2,48,48,0,33.94112549695428,24.0,0,3045
JUDGE OUT OF COUNTY TRANSF,POSS/OBTAIN SYNTHETIC CANNABIN,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3046
JUDGE OUT OF COUNTY TRANSF,POSSESS MV PARTS W/ALTERED ID/,180.0,1,180,180,180,,180.0,180,60.0,1,60,60,60,,60.0,60,3047
JUDGE OUT OF COUNTY TRANSF,RECEIVNG STOLEN PROP-KNOW PROP,56.5,8,452,180,0,77.538930314299,30.0,0,60.0,8,480,60,60,0.0,60.0,60,3048
JUDGE OUT OF COUNTY TRANSF,REGISTRATION OF SEX OFFENDER-V,90.0,1,90,90,90,,90.0,90,0.0,1,0,0,0,,0.0,0,3049
JUDGE OUT OF COUNTY TRANSF,REGISTRATION OF SEX OFFENDERS-,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3050
JUDGE OUT OF COUNTY TRANSF,RESIST ARR/ELUD-AFTER INSTRUCT,0.0,3,0,0,0,0.0,0.0,0,60.0,3,180,60,60,0.0,60.0,60,3051
JUDGE OUT OF COUNTY TRANSF,RESIST ARR/ELUD-FLIGHT PREVENT,30.0,1,30,30,30,,30.0,30,60.0,1,60,60,60,,60.0,60,3052
JUDGE OUT OF COUNTY TRANSF,RESIST ARR/ELUD-MV OP- RISK OF,343.6363636363636,11,3780,2555,0,803.6855445666885,0.0,0,49.09090909090909,11,540,60,0,24.271195048676717,60.0,60,3053
JUDGE OUT OF COUNTY TRANSF,RESIST ARR/ELUD-USE/THREATEN F,272.0,2,544,364,180,130.10764773832474,272.0,180,24.0,2,48,48,0,33.94112549695428,24.0,0,3054
JUDGE OUT OF COUNTY TRANSF,"ROBBERY BY FORCE, BI, THREAT O",0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3055
JUDGE OUT OF COUNTY TRANSF,ROBBERY-INFLICTS BI OR USES FO,0.0,2,0,0,0,0.0,0.0,0,60.0,2,120,60,60,0.0,60.0,60,3056
JUDGE OUT OF COUNTY TRANSF,ROBBERY-THREAT OR FEAR OF BI,30.0,1,30,30,30,,30.0,30,60.0,1,60,60,60,,60.0,60,3057
JUDGE OUT OF COUNTY TRANSF,ROBBERY-THREAT OR FEAR OF BI -,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3058
JUDGE OUT OF COUNTY TRANSF,SHOPLIFTING-CONCEAL MERCH-RETA,45.0,2,90,90,0,63.63961030678928,45.0,0,60.0,2,120,60,60,0.0,60.0,60,3059
JUDGE OUT OF COUNTY TRANSF,SHOPLIFTING-CONCEAL MERCHANDIS,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3060
JUDGE OUT OF COUNTY TRANSF,SHOPLIFTING-RETAIL VALUE $500-,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3061
JUDGE OUT OF COUNTY TRANSF,"SHOPLIFTING-RETAIL VALUE $75,0",0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3062
JUDGE OUT OF COUNTY TRANSF,SHOPLIFTING-TAKE MERCH W/O PAY,118.21739130434783,23,2719,1095,0,228.92991315758613,1.0,0,42.78260869565217,23,984,60,0,26.70879412842269,60.0,60,3063
JUDGE OUT OF COUNTY TRANSF,SHOPLIFTING-TAKE MERCH W/OUT P,30.0,1,30,30,30,,30.0,30,60.0,1,60,60,60,,60.0,60,3064
JUDGE OUT OF COUNTY TRANSF,SPECIAL SENTENCE PSL/CSL - VIO,182.5,2,365,365,0,258.0939751330898,182.5,0,30.0,2,60,60,0,42.42640687119285,30.0,0,3065
JUDGE OUT OF COUNTY TRANSF,TERRORISTIC THREATS-THREAT TO,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3066
JUDGE OUT OF COUNTY TRANSF,THEFT BY DECEPTION-VALUE $500-,0.0,3,0,0,0,0.0,0.0,0,45.0,3,135,60,15,25.98076211353316,60.0,60,3067
JUDGE OUT OF COUNTY TRANSF,THEFT BY DECEPTION-VALUE $7500,0.0,2,0,0,0,0.0,0.0,0,60.0,2,120,60,60,0.0,60.0,60,3068
JUDGE OUT OF COUNTY TRANSF,THEFT BY UNLAWFL TAKNG-IMMOVAB,90.0,1,90,90,90,,90.0,90,60.0,1,60,60,60,,60.0,60,3069
JUDGE OUT OF COUNTY TRANSF,THEFT BY UNLAWFL TAKNG-IMMOVBL,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3070
JUDGE OUT OF COUNTY TRANSF,THEFT BY UNLAWFL TAKNG-MOVABLE,90.58620689655173,29,2627,1460,0,271.1153572666307,0.0,0,56.06896551724138,29,1626,60,0,12.241414001199715,60.0,60,3071
JUDGE OUT OF COUNTY TRANSF,THEFT BY UNLAWFL TAKNG-VALUE $,180.0,1,180,180,180,,180.0,180,60.0,1,60,60,60,,60.0,60,3072
JUDGE OUT OF COUNTY TRANSF,THEFT-BY THREAT NOT AMOUNTING,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3073
JUDGE OUT OF COUNTY TRANSF,"THEFT-VALUE BETWEEN $500-$74,9",0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3074
JUDGE OUT OF COUNTY TRANSF,UNLAW TAKING MEANS OF CONVEYAN,0.0,1,0,0,0,,0.0,0,4.0,1,4,4,4,,4.0,4,3075
JUDGE OUT OF COUNTY TRANSF,UNLAWFUL POSS WEAP - OTHER WEA,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3076
JUDGE OUT OF COUNTY TRANSF,UNLAWFUL POSS WEAPON-HANDGUNS,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,3077
JUDGE OUT OF COUNTY TRANSF,USE/POSSESS ELECTRONIC COMMUNI,0.0,1,0,0,0,,0.0,0,60.0,1,60,60,60,,60.0,60,3078
JULIE M MARINO,AGG ASSAULT-ATTEMPT/CAUSE BI W,1460.0,1,1460,1460,1460,,1460.0,1460,0.0,1,0,0,0,,0.0,0,3079
JULIE M MARINO,AGG ASSAULT-ATTEMPT/CAUSE SBI,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,3080
JULIE M MARINO,BURGLARY-ENTERING STRUCTURE ET,474.5,4,1898,1095,0,456.4913288698191,401.5,0,0.0,4,0,0,0,0.0,0.0,0,3081
JULIE M MARINO,CDS - MANU/DIST/PWID - MARIJ=/,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3082
JULIE M MARINO,CONSPIRACY - AGREE/AID IN COND,2190.0,1,2190,2190,2190,,2190.0,2190,0.0,1,0,0,0,,0.0,0,3083
JULIE M MARINO,CRIM TRESPASS-ENTER/REMAIN,206.0,1,206,206,206,,206.0,206,36.0,1,36,36,36,,36.0,36,3084
JULIE M MARINO,CRIMINAL ATTEMPT-OMISSION STEP,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3085
JULIE M MARINO,CRIMINAL MISCHIEF DAMAGE <= 50,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3086
JULIE M MARINO,CRIMINAL MISCHIEF-DAMAGE PROPE,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3087
JULIE M MARINO,CRIMINAL MISCHIEF-ENDANGER-DAM,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3088
JULIE M MARINO,CRIMINAL SEXUAL CONTACT,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3089
JULIE M MARINO,CRIMINAL TRESPASS-RESEARCH FAC,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,3090
JULIE M MARINO,CRUELTY TO ANIMALS-TORTURE/ETC,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3091
JULIE M MARINO,DISORDERLY CONDUCT-IMPROP BEHA,0.0,2,0,0,0,0.0,0.0,0,6.0,2,12,12,0,8.48528137423857,6.0,0,3092
JULIE M MARINO,DRIVING ON THE REVOKED LIST,180.0,1,180,180,180,,180.0,180,24.0,1,24,24,24,,24.0,24,3093
JULIE M MARINO,EXHIBIT FALSE DOCUMENT AS PROO,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3094
JULIE M MARINO,FORGRY-ALT/CHNG WRIT W/O AUTH-,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3095
JULIE M MARINO,"HARASSMENT WHILE IN PRISON, ON",364.0,2,728,364,364,0.0,364.0,364,60.0,2,120,60,60,0.0,60.0,60,3096
JULIE M MARINO,HINDERING-ONESELF-OBSTRUCT OWN,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3097
JULIE M MARINO,MANUF/DISTR CDS OR INTENT TO M,1021.8,5,5109,3650,0,1535.7119521576956,364.0,0,9.6,5,48,24,0,13.145341380123988,0.0,0,3098
JULIE M MARINO,OPERATE MV DURING LICENSE SUSP,135.0,4,540,180,0,90.0,180.0,180,6.0,4,24,12,0,6.928203230275509,6.0,0,3099
JULIE M MARINO,POSS CDS-FAILS TO GIVE CDS TO,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3100
JULIE M MARINO,POSS CDS/ANALOG - SCHD I II II,107.94444444444444,18,1943,1095,0,277.159005589003,0.0,0,18.0,18,324,36,0,11.822212393725335,24.0,24,3101
JULIE M MARINO,POSS/DIST - IMITATION CDS - IM,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3102
JULIE M MARINO,RECEIVING STOLEN PROPERTY-VALU,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3103
JULIE M MARINO,RECEIVNG STOLEN PROP-KNOW PROP,0.0,2,0,0,0,0.0,0.0,0,24.0,2,48,24,24,0.0,24.0,24,3104
JULIE M MARINO,RESIST ARR/ELUD-AFTER INSTRUCT,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3105
JULIE M MARINO,RESIST ARR/ELUD-FLIGHT PREVENT,300.0,1,300,300,300,,300.0,300,0.0,1,0,0,0,,0.0,0,3106
JULIE M MARINO,RESIST ARR/ELUD-MV OP- RISK OF,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,3107
JULIE M MARINO,RESIST ARR/ELUD-PREVENTS OFFIC,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3108
JULIE M MARINO,SEXUAL ASSAULT-VICTIM 13-15 Y/,2190.0,1,2190,2190,2190,,2190.0,2190,0.0,1,0,0,0,,0.0,0,3109
JULIE M MARINO,SHOPLIFTING-CONCEAL MERCH-RETA,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3110
JULIE M MARINO,SHOPLIFTING-TAKE MERCH W/O PAY,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3111
JULIE M MARINO,TERRORISTIC THREATS-THREAT TO,176.2,5,881,364,0,182.4615027889445,153.0,0,38.4,5,192,60,24,19.71801207018598,24.0,24,3112
JULIE M MARINO,THEFT BY DECEPTION-FALSE IMPR-,181.33333333333334,3,544,364,0,182.00366296680224,180.0,0,24.0,3,72,24,24,0.0,24.0,24,3113
JULIE M MARINO,THEFT BY DECEPTION-VALUE $500-,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3114
JULIE M MARINO,THEFT BY DECEPTION-VALUE LESS,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3115
JULIE M MARINO,TRAFFIC PERSL ID INFO-MAKE ETC,232.0,2,464,280,184,67.88225099390856,232.0,184,18.0,2,36,24,12,8.48528137423857,18.0,12,3116
JULIE M MARINO,UNLAWFUL POSS WEAPON-HANDGUNS,364.0,1,364,364,364,,364.0,364,36.0,1,36,36,36,,36.0,36,3117
JULIE M MARINO,WANDER/REMAIN/PROWL IN PUBLIC,0.0,4,0,0,0,0.0,0.0,0,9.0,4,36,24,0,11.489125293076057,6.0,0,3118
JULIE M MARINO,WANDERING/PROWLING TO OBTAIN/S,0.0,1,0,0,0,,0.0,0,0.0,1,0,0,0,,0.0,0,3119
JUSTINE A NICCOLLAI,ABUSE/ABANDONMENT/CRUELTY & NE,0.0,3,0,0,0,0.0,0.0,0,26.0,3,78,60,0,30.789608636681304,18.0,0,3120
JUSTINE A NICCOLLAI,AGG ASSAULT - ON DOMESTIC VIOL,583.4,5,2917,1825,0,711.747005613652,364.0,364,33.6,5,168,60,0,23.082460874005612,36.0,0,3121
JUSTINE A NICCOLLAI,AGG ASSAULT W/ FIREARM,270.0,2,540,540,0,381.8376618407357,270.0,0,0.0,2,0,0,0,0.0,0.0,0,3122
JUSTINE A NICCOLLAI,AGG ASSAULT-ASSAULT ON CORREC/,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3123
JUSTINE A NICCOLLAI,AGG ASSAULT-ATTEMPT/CAUSE BI W,0.0,2,0,0,0,0.0,0.0,0,18.0,2,36,24,12,8.48528137423857,18.0,12,3124
JUSTINE A NICCOLLAI,AGG ASSAULT-ATTEMPT/CAUSE SBI,1825.0,2,3650,1825,1825,0.0,1825.0,1825,0.0,2,0,0,0,0.0,0.0,0,3125
JUSTINE A NICCOLLAI,AGG ASSAULT-ATTEMPT/CAUSE SIGN,1095.0,2,2190,1095,1095,0.0,1095.0,1095,0.0,2,0,0,0,0.0,0.0,0,3126
JUSTINE A NICCOLLAI,AGG ASSAULT-CAUSE INJURY WITH,0.0,1,0,0,0,,0.0,0,36.0,1,36,36,36,,36.0,36,3127
JUSTINE A NICCOLLAI,AGG ASSAULT-ON LAW ENFORCEMENT,817.5,2,1635,1095,540,392.44426355853386,817.5,540,0.0,2,0,0,0,0.0,0.0,0,3128
JUSTINE A NICCOLLAI,AGG SEX ASSAULT-VIC >=13 & <16,4927.5,2,9855,6205,3650,1806.6578259316288,4927.5,3650,0.0,2,0,0,0,0.0,0.0,0,3129
JUSTINE A NICCOLLAI,AGGRAVATED CRIMINAL SEXUAL CON,1825.0,1,1825,1825,1825,,1825.0,1825,0.0,1,0,0,0,,0.0,0,3130
JUSTINE A NICCOLLAI,ATT CAUSE PURP KNOWLY BODILY I,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3131
JUSTINE A NICCOLLAI,BURGLARY DEFINED,0.0,1,0,0,0,,0.0,0,12.0,1,12,12,12,,12.0,12,3132
JUSTINE A NICCOLLAI,BURGLARY-ENTERING STRUCTURE ET,0.0,2,0,0,0,0.0,0.0,0,14.0,2,28,24,4,14.142135623730951,14.0,4,3133
JUSTINE A NICCOLLAI,BURGLARY-NO BI AND/OR UNARMED,0.0,1,0,0,0,,0.0,0,24.0,1,24,24,24,,24.0,24,3134
JUSTINE A NICCOLLAI,CDS - MANU/DIST/PWID - HEROIN/,491.8,5,2459,1825,0,762.6737179161216,270.0,0,6.0,5,30,30,0,13.416407864998739,0.0,0,3135
JUSTINE A NICCOLLAI,CDS - MANU/DIST/PWID - SCHD I,1095.0,1,1095,1095,1095,,1095.0,1095,0.0,1,0,0,0,,0.0,0,3136
JUSTINE A NICCOLLAI,CDS/ANALOG - DISTRIBUTE ON/NEA,365.0,6,2190,1095,0,565.4555685462828,0.0,0,16.0,6,96,36,0,14.028542333400146,18.0,0,3137
JUSTINE A NICCOLLAI,CERT PERSON NOT TO HAVE WEAP P,2737.5,2,5475,3650,1825,1290.4698756654493,2737.5,1825,0.0,2,0,0,0,0.0,0.0,0,3138
